worker_id,zone,lat,lon,onboard_date,avg_daily_income,disruption_freq_12mo,zone_flood_risk,claims_history_penalty,iss_score,recommended_tier,weekly_premium,bandh_freq_zone,platform_outage_per_mo,coastal_zone,curfew_addon,app_downtime_addon,cyclone_addon,city
MUM_01435,Andheri,19.103552,72.850435,2023-10-01,739.5,17,0.215,3,50,Standard Shield,49,6,1,0,1,0,0,Mumbai
MUM_01436,Ghatkopar,19.069594,72.903506,2018-05-01,687.6,13,0.5,6,37,Full Shield,85,8,1,0,1,0,0,Mumbai
MUM_01437,Dadar,19.012365,72.84713,2021-12-01,674.1,24,0.355,6,38,Standard Shield,53,2,0,1,0,0,1,Mumbai
MUM_01438,Lower Parel,18.985836,72.825059,2021-02-01,617.3,19,0.308,2,45,Standard Shield,53,8,4,0,1,1,0,Mumbai
MUM_01439,Chembur,19.072637,72.903129,2020-08-01,588.8,13,0.302,3,43,Standard Shield,49,8,2,0,1,0,0,Mumbai
MUM_01440,Powai,19.116769,72.908543,2019-06-01,406.6,17,0.684,3,18,Full Shield,85,2,5,1,0,1,1,Mumbai
MUM_01441,Vashi,19.065485,72.988162,2022-08-01,700.6,17,0.256,4,52,Standard Shield,49,3,1,1,0,0,1,Mumbai
MUM_01442,Andheri,19.117659,72.835488,2020-08-01,755.6,20,0.265,4,47,Standard Shield,53,5,1,0,1,0,0,Mumbai
MUM_01443,Dadar,19.020041,72.834457,2017-12-01,752.9,20,0.034,3,59,Standard Shield,53,3,3,1,1,0,1,Mumbai
MUM_01444,Powai,19.116056,72.896954,2020-08-01,441.7,16,0.442,2,35,Full Shield,79,5,3,0,1,1,0,Mumbai
MUM_01445,Borivali,19.216936,72.859697,2017-01-01,683.4,25,0.328,4,43,Standard Shield,53,4,1,0,0,0,0,Mumbai
MUM_01446,Chembur,19.045797,72.899134,2023-12-01,647.5,13,0.224,3,49,Standard Shield,49,6,0,0,1,0,0,Mumbai
MUM_01447,Bandra,19.043399,72.845814,2021-05-01,918.1,21,0.446,7,40,Standard Shield,53,6,0,0,1,0,0,Mumbai
MUM_01448,Andheri,19.115282,72.834372,2015-01-01,744.1,15,0.436,3,52,Standard Shield,49,4,1,1,0,0,1,Mumbai
MUM_01449,Andheri,19.109563,72.855341,2021-02-01,650.2,14,0.417,6,41,Standard Shield,49,4,0,0,1,0,0,Mumbai
MUM_01450,Chembur,19.055533,72.904121,2022-05-01,802.2,18,0.39,3,42,Standard Shield,49,4,4,0,0,1,0,Mumbai
MUM_01451,Thane,19.207968,72.965032,2023-10-01,754.2,14,0.162,6,42,Standard Shield,49,4,5,0,0,1,0,Mumbai
MUM_01452,Andheri,19.133087,72.831495,2024-10-01,604.3,2,0.589,3,31,Full Shield,85,9,3,1,1,1,0,Mumbai
MUM_01453,Thane,19.218712,72.974971,2015-12-01,839.0,10,0.272,3,58,Standard Shield,49,5,2,1,1,0,1,Mumbai
MUM_01454,Dadar,19.041113,72.860965,2024-05-01,690.8,17,0.299,2,42,Standard Shield,49,9,2,0,1,1,0,Mumbai
MUM_01455,Lower Parel,19.01497,72.840535,2016-11-01,696.5,20,0.104,4,54,Standard Shield,53,9,1,0,1,0,0,Mumbai
MUM_01456,Chembur,19.057416,72.903482,2015-02-01,488.2,15,0.221,2,43,Standard Shield,49,1,4,1,0,1,1,Mumbai
MUM_01457,Chembur,19.065442,72.893362,2021-04-01,538.6,22,0.357,4,29,Full Shield,83,5,4,0,1,0,0,Mumbai
MUM_01458,Vashi,19.094038,73.004443,2021-03-01,515.3,22,0.189,3,37,Full Shield,83,4,4,0,1,1,0,Mumbai
MUM_01459,Powai,19.103502,72.907057,2022-01-01,604.4,9,0.57,5,25,Full Shield,85,5,2,1,1,0,0,Mumbai
MUM_01460,Powai,19.11532,72.919686,2018-05-01,733.4,16,0.312,0,61,Standard Shield,49,6,1,0,1,0,0,Mumbai
MUM_01461,Thane,19.212715,72.970271,2024-06-01,874.7,11,0.249,2,52,Standard Shield,49,5,2,0,1,0,0,Mumbai
MUM_01462,Thane,19.215525,72.96938,2015-09-01,506.1,28,0.236,6,25,Full Shield,83,3,3,1,1,1,1,Mumbai
MUM_01463,Andheri,19.122224,72.833055,2016-11-01,720.5,18,0.577,4,37,Full Shield,85,4,1,1,0,0,0,Mumbai
MUM_01464,Vashi,19.064668,73.000336,2021-04-01,730.5,13,0.279,5,42,Standard Shield,49,3,4,0,0,1,0,Mumbai
MUM_01465,Lower Parel,18.998893,72.828349,2021-05-01,693.1,10,0.164,0,61,Standard Shield,49,8,2,0,1,0,0,Mumbai
MUM_01466,Thane,19.223073,72.992059,2015-12-01,934.2,17,0.16,1,69,Basic Shield,29,7,3,0,1,0,0,Mumbai
MUM_01467,Lower Parel,18.991799,72.84839,2018-01-01,723.1,17,0.373,0,59,Standard Shield,49,6,1,0,1,0,0,Mumbai
MUM_01468,Vashi,19.061498,72.972291,2018-07-01,586.3,24,0.269,3,40,Standard Shield,53,3,0,1,1,0,1,Mumbai
MUM_01469,Thane,19.221982,72.997038,2019-01-01,752.8,12,0.215,1,61,Standard Shield,49,8,1,0,1,0,0,Mumbai
MUM_01470,Andheri,19.116376,72.846947,2018-09-01,677.8,14,0.308,3,51,Standard Shield,49,7,0,0,1,0,0,Mumbai
MUM_01471,Andheri,19.112972,72.836809,2022-05-01,585.2,14,0.441,1,48,Standard Shield,49,5,2,0,1,0,0,Mumbai
MUM_01472,Powai,19.099322,72.903897,2024-04-01,676.4,16,0.518,7,23,Full Shield,85,2,1,1,0,0,1,Mumbai
MUM_01473,Thane,19.21217,72.988598,2017-05-01,419.4,6,0.235,2,35,Full Shield,79,11,3,0,1,1,0,Mumbai
MUM_01474,Bandra,19.052371,72.832437,2020-04-01,614.7,19,0.481,2,37,Full Shield,89,4,5,0,0,1,0,Mumbai
MUM_01475,Borivali,19.233527,72.849183,2022-09-01,763.0,19,0.361,4,41,Standard Shield,53,7,5,1,1,1,1,Mumbai
MUM_01476,Ghatkopar,19.084721,72.91528,2016-01-01,782.2,11,0.222,0,66,Basic Shield,29,9,0,0,1,0,0,Mumbai
MUM_01477,Lower Parel,18.988736,72.832611,2016-12-01,676.4,11,0.479,1,50,Standard Shield,55,5,3,0,1,0,0,Mumbai
MUM_01478,Ghatkopar,19.075064,72.899526,2024-01-01,847.8,16,0.28,1,55,Standard Shield,49,4,2,0,1,0,0,Mumbai
MUM_01479,Lower Parel,18.991034,72.834095,2015-08-01,588.2,10,0.438,2,42,Standard Shield,49,4,1,0,1,0,0,Mumbai
MUM_01480,Thane,19.219326,72.951894,2021-06-01,815.5,18,0.69,7,24,Full Shield,85,6,6,1,1,1,0,Mumbai
MUM_01481,Thane,19.212029,72.967977,2021-01-01,550.7,28,0.271,2,46,Standard Shield,53,4,1,0,1,0,0,Mumbai
MUM_01482,Chembur,19.051039,72.92084,2017-03-01,917.3,17,0.601,2,43,Standard Shield,55,4,1,1,1,0,1,Mumbai
MUM_01483,Borivali,19.221352,72.866126,2017-06-01,683.4,30,0.327,3,46,Standard Shield,53,4,0,0,1,0,0,Mumbai
MUM_01484,Ghatkopar,19.083697,72.894403,2015-05-01,531.4,17,0.362,0,28,Full Shield,79,8,6,1,1,1,1,Mumbai
MUM_01485,Dadar,19.039021,72.846929,2018-07-01,506.0,22,0.285,6,32,Full Shield,83,6,1,0,1,0,0,Mumbai
MUM_01486,Powai,19.111039,72.91327,2022-01-01,709.4,22,0.391,2,51,Standard Shield,53,9,1,0,1,0,0,Mumbai
MUM_01487,Chembur,19.030008,72.90601,2015-10-01,470.7,29,0.7,2,21,Full Shield,89,4,2,1,1,0,0,Mumbai
MUM_01488,Lower Parel,18.993418,72.82413,2016-09-01,824.8,8,0.411,4,56,Standard Shield,49,0,3,0,0,1,0,Mumbai
MUM_01489,Andheri,19.119896,72.83976,2024-07-01,580.5,10,0.158,6,37,Full Shield,79,5,2,0,1,0,0,Mumbai
MUM_01490,Chembur,19.043031,72.893407,2021-05-01,508.5,15,0.198,3,36,Full Shield,79,8,2,0,1,0,0,Mumbai
MUM_01491,Vashi,19.07352,72.993881,2021-07-01,751.5,14,0.127,5,48,Standard Shield,49,8,3,0,1,1,0,Mumbai
MUM_01492,Chembur,19.057859,72.901436,2017-03-01,703.0,21,0.218,2,49,Standard Shield,53,6,3,0,1,1,0,Mumbai
MUM_01493,Chembur,19.046697,72.882836,2020-07-01,721.5,18,0.198,2,52,Standard Shield,49,6,3,1,1,1,1,Mumbai
MUM_01494,Dadar,19.011042,72.846694,2023-10-01,622.7,24,0.695,1,30,Full Shield,89,7,2,1,1,0,0,Mumbai
MUM_01495,Powai,19.133275,72.905852,2019-11-01,587.3,19,0.335,7,34,Full Shield,83,5,0,1,1,0,1,Mumbai
MUM_01496,Lower Parel,18.999507,72.835655,2015-05-01,769.5,11,0.907,3,36,Full Shield,85,6,4,1,1,0,0,Mumbai
MUM_01497,Vashi,19.059184,72.998919,2022-05-01,463.4,17,0.605,3,18,Full Shield,85,7,4,1,1,1,0,Mumbai
MUM_01498,Borivali,19.228325,72.861783,2019-03-01,786.1,19,0.428,2,56,Standard Shield,53,6,1,0,1,0,0,Mumbai
MUM_01499,Andheri,19.113498,72.838922,2022-12-01,818.4,15,0.219,2,67,Basic Shield,29,0,1,0,0,0,0,Mumbai
MUM_01500,Dadar,19.030725,72.846849,2017-02-01,784.6,22,0.293,4,54,Standard Shield,53,4,2,0,1,0,0,Mumbai
MUM_01501,Bandra,19.043987,72.830742,2019-11-01,755.7,14,0.705,3,38,Standard Shield,55,5,1,1,1,0,0,Mumbai
MUM_01502,Chembur,19.058459,72.891503,2022-03-01,507.9,23,0.255,7,27,Full Shield,83,10,1,0,1,0,0,Mumbai
MUM_01503,Borivali,19.252662,72.852764,2015-03-01,636.8,16,0.54,1,43,Standard Shield,55,5,2,0,1,1,0,Mumbai
MUM_01504,Chembur,19.05006,72.897808,2023-02-01,769.0,15,0.734,2,42,Standard Shield,55,3,1,1,0,0,0,Mumbai
MUM_01505,Ghatkopar,19.082919,72.907056,2020-02-01,686.0,18,0.561,1,42,Standard Shield,55,1,2,1,0,0,0,Mumbai
MUM_01506,Borivali,19.236101,72.857183,2018-10-01,616.2,25,0.229,4,38,Standard Shield,53,6,4,1,0,1,1,Mumbai
MUM_01507,Lower Parel,19.007801,72.837396,2015-08-01,555.0,23,0.553,3,32,Full Shield,89,1,3,1,0,0,0,Mumbai
MUM_01508,Thane,19.216084,72.991581,2020-10-01,713.7,15,0.727,4,29,Full Shield,85,4,5,1,0,1,0,Mumbai
MUM_01509,Vashi,19.076092,73.002046,2021-04-01,738.0,17,0.216,3,54,Standard Shield,49,3,0,0,1,0,0,Mumbai
MUM_01510,Dadar,18.999299,72.844563,2015-07-01,708.4,20,0.279,2,56,Standard Shield,53,7,3,0,1,1,0,Mumbai
MUM_01511,Ghatkopar,19.084001,72.896242,2018-05-01,820.6,24,0.782,4,29,Full Shield,89,5,3,1,1,0,0,Mumbai
MUM_01512,Dadar,19.021455,72.849213,2022-11-01,710.1,11,0.105,4,56,Standard Shield,49,6,2,0,1,1,0,Mumbai
MUM_01513,Powai,19.0955,72.914504,2016-02-01,960.8,24,0.32,1,55,Standard Shield,53,10,5,0,1,1,0,Mumbai
MUM_01514,Borivali,19.230132,72.867147,2024-01-01,610.2,11,0.146,2,42,Standard Shield,49,6,0,0,1,0,0,Mumbai
MUM_01515,Vashi,19.081521,72.992769,2020-12-01,657.9,25,0.286,1,57,Standard Shield,53,2,2,0,0,1,0,Mumbai
MUM_01516,Vashi,19.06149,72.997477,2017-09-01,834.0,21,0.137,5,54,Standard Shield,53,4,4,0,0,1,0,Mumbai
MUM_01517,Ghatkopar,19.082221,72.909039,2023-01-01,868.6,5,0.408,2,61,Standard Shield,49,3,3,0,1,0,0,Mumbai
MUM_01518,Thane,19.229451,72.999553,2018-12-01,740.2,21,0.495,1,49,Standard Shield,59,8,6,0,1,1,0,Mumbai
MUM_01519,Chembur,19.069342,72.889411,2018-07-01,634.4,29,0.457,3,42,Standard Shield,59,5,1,1,1,0,1,Mumbai
MUM_01520,Bandra,19.057139,72.833831,2021-11-01,568.3,14,0.523,3,37,Full Shield,85,4,1,0,0,0,0,Mumbai
MUM_01521,Thane,19.222578,72.967128,2022-11-01,736.1,25,0.426,1,60,Standard Shield,53,1,0,0,0,0,0,Mumbai
MUM_01522,Thane,19.223382,72.976323,2015-08-01,460.4,20,0.15,2,41,Standard Shield,53,5,2,0,0,0,0,Mumbai
MUM_01523,Ghatkopar,19.096599,72.919181,2019-02-01,808.6,21,0.339,3,47,Standard Shield,53,5,4,0,1,0,0,Mumbai
MUM_01524,Dadar,19.046805,72.858175,2015-02-01,489.1,13,0.288,4,40,Standard Shield,49,3,3,0,1,0,0,Mumbai
MUM_01525,Chembur,19.044482,72.911566,2022-08-01,747.7,24,0.22,2,58,Standard Shield,53,4,2,0,1,0,0,Mumbai
MUM_01526,Bandra,19.037424,72.835087,2024-07-01,743.3,19,0.327,7,30,Full Shield,83,8,1,0,1,0,0,Mumbai
MUM_01527,Lower Parel,18.979183,72.821326,2019-12-01,867.9,22,0.754,3,35,Full Shield,89,10,5,1,1,1,0,Mumbai
MUM_01528,Vashi,19.073259,73.000428,2015-06-01,799.4,20,0.305,2,54,Standard Shield,53,2,4,0,0,1,0,Mumbai
MUM_01529,Chembur,19.065317,72.90705,2022-08-01,578.3,21,0.419,3,38,Standard Shield,53,5,4,0,1,1,0,Mumbai
MUM_01530,Powai,19.11111,72.897897,2015-12-01,624.5,17,0.444,3,46,Standard Shield,49,5,1,0,1,0,0,Mumbai
MUM_01531,Bandra,19.056446,72.832826,2024-07-01,743.0,22,0.211,4,40,Standard Shield,53,2,3,0,0,0,0,Mumbai
MUM_01532,Ghatkopar,19.072099,72.905475,2022-03-01,810.9,22,0.302,0,57,Standard Shield,53,1,2,0,0,0,0,Mumbai
MUM_01533,Dadar,19.014353,72.861152,2015-05-01,748.9,22,0.187,4,46,Standard Shield,53,6,6,1,1,1,1,Mumbai
MUM_01534,Ghatkopar,19.076847,72.908975,2021-03-01,570.3,21,0.706,1,25,Full Shield,89,4,1,1,1,0,0,Mumbai
MUM_01535,Lower Parel,19.001001,72.842708,2019-07-01,547.3,16,0.166,7,36,Full Shield,79,6,3,0,1,1,0,Mumbai
MUM_01536,Andheri,19.112281,72.837252,2021-09-01,626.7,15,0.33,2,49,Standard Shield,49,12,3,0,1,1,0,Mumbai
MUM_01537,Bandra,19.063241,72.831413,2020-02-01,918.2,22,0.342,4,47,Standard Shield,53,1,2,1,0,0,1,Mumbai
MUM_01538,Bandra,19.054469,72.828532,2015-07-01,764.1,23,0.29,3,45,Standard Shield,53,9,2,0,1,0,0,Mumbai
MUM_01539,Vashi,19.091634,73.014196,2024-12-01,871.2,13,0.419,1,49,Standard Shield,49,2,5,0,0,1,0,Mumbai
MUM_01540,Chembur,19.042339,72.911894,2017-11-01,588.0,18,0.566,2,38,Standard Shield,55,1,3,1,0,1,0,Mumbai
MUM_01541,Borivali,19.218205,72.853437,2016-10-01,810.6,17,0.244,2,59,Standard Shield,49,10,0,0,1,0,0,Mumbai
MUM_01542,Powai,19.118999,72.893196,2021-08-01,797.6,15,0.278,1,57,Standard Shield,49,5,4,0,1,1,0,Mumbai
MUM_01543,Borivali,19.237065,72.858934,2018-07-01,732.3,25,0.249,4,48,Standard Shield,53,6,3,0,1,1,0,Mumbai
MUM_01544,Powai,19.125695,72.90375,2020-05-01,490.9,8,0.15,1,37,Full Shield,79,8,3,0,1,0,0,Mumbai
MUM_01545,Borivali,19.242223,72.866072,2018-02-01,684.5,20,0.388,4,35,Full Shield,83,11,2,0,1,0,0,Mumbai
MUM_01546,Dadar,19.032141,72.860901,2024-02-01,737.3,15,0.396,1,49,Standard Shield,49,4,0,0,0,0,0,Mumbai
MUM_01547,Powai,19.111091,72.909322,2020-03-01,700.9,18,0.522,5,31,Full Shield,85,9,0,0,1,0,0,Mumbai
MUM_01548,Lower Parel,18.986635,72.83978,2019-12-01,511.5,9,0.162,2,47,Standard Shield,49,5,2,0,1,0,0,Mumbai
MUM_01549,Andheri,19.116045,72.847769,2023-11-01,482.1,22,0.399,5,18,Full Shield,83,8,2,1,1,0,1,Mumbai
MUM_01550,Ghatkopar,19.077492,72.895688,2022-06-01,518.9,26,0.556,2,28,Full Shield,89,2,3,1,0,1,0,Mumbai
MUM_01551,Andheri,19.128308,72.852211,2017-08-01,469.2,18,0.26,2,43,Standard Shield,49,7,1,0,1,0,0,Mumbai
MUM_01552,Andheri,19.107249,72.836935,2023-08-01,796.8,20,0.208,2,54,Standard Shield,53,7,4,1,1,1,1,Mumbai
MUM_01553,Chembur,19.043273,72.892117,2021-08-01,830.9,22,0.241,3,56,Standard Shield,53,7,1,1,1,0,1,Mumbai
MUM_01554,Powai,19.11378,72.882902,2015-05-01,691.6,22,0.467,5,35,Full Shield,89,7,2,0,1,0,0,Mumbai
MUM_01555,Lower Parel,18.991417,72.836551,2018-11-01,743.4,17,0.576,4,39,Standard Shield,55,1,1,1,0,0,0,Mumbai
MUM_01556,Powai,19.110407,72.913995,2024-11-01,552.0,15,0.307,0,38,Standard Shield,49,7,0,0,1,0,0,Mumbai
MUM_01557,Dadar,19.003644,72.862265,2022-04-01,710.9,9,0.54,3,40,Standard Shield,55,7,3,0,1,1,0,Mumbai
MUM_01558,Chembur,19.062635,72.914752,2016-08-01,566.2,12,0.182,0,51,Standard Shield,49,3,3,0,0,1,0,Mumbai
MUM_01559,Thane,19.223771,72.980861,2024-06-01,579.3,9,0.388,4,35,Full Shield,79,5,2,1,1,0,1,Mumbai
MUM_01560,Borivali,19.240623,72.869902,2017-02-01,477.1,17,0.461,2,26,Full Shield,85,8,3,0,1,0,0,Mumbai
MUM_01561,Chembur,19.050114,72.895752,2020-08-01,1013.7,18,0.31,5,46,Standard Shield,49,5,1,0,1,0,0,Mumbai
MUM_01562,Vashi,19.086419,73.007678,2023-02-01,743.1,24,0.412,4,38,Standard Shield,53,3,3,0,0,1,0,Mumbai
MUM_01563,Dadar,19.004139,72.839393,2023-11-01,778.0,27,0.386,3,44,Standard Shield,53,2,3,1,0,1,1,Mumbai
MUM_01564,Chembur,19.059268,72.8863,2017-07-01,777.4,14,0.185,6,53,Standard Shield,49,6,2,0,1,0,0,Mumbai
MUM_01565,Thane,19.214934,72.970469,2024-05-01,673.5,28,0.404,0,44,Standard Shield,53,4,1,0,0,0,0,Mumbai
MUM_01566,Lower Parel,18.997901,72.835898,2017-02-01,672.8,26,0.342,3,40,Standard Shield,53,7,2,0,1,0,0,Mumbai
MUM_01567,Borivali,19.234721,72.869312,2017-04-01,680.7,22,0.505,1,38,Standard Shield,59,3,3,0,0,1,0,Mumbai
MUM_01568,Borivali,19.249,72.85953,2024-05-01,447.2,25,0.164,5,18,Full Shield,83,6,3,1,1,0,1,Mumbai
MUM_01569,Chembur,19.03074,72.89456,2016-10-01,926.3,18,0.54,3,53,Standard Shield,55,5,2,0,1,0,0,Mumbai
MUM_01570,Lower Parel,19.000048,72.817302,2018-03-01,846.1,18,0.233,1,55,Standard Shield,49,10,4,0,1,1,0,Mumbai
MUM_01571,Powai,19.134916,72.914631,2020-06-01,731.2,24,0.349,1,54,Standard Shield,53,9,2,1,1,0,1,Mumbai
MUM_01572,Andheri,19.125086,72.853307,2024-04-01,903.5,10,0.504,1,59,Standard Shield,55,4,1,0,0,0,0,Mumbai
MUM_01573,Powai,19.129662,72.904271,2024-10-01,745.5,21,0.494,7,26,Full Shield,89,6,3,1,1,1,1,Mumbai
MUM_01574,Andheri,19.11202,72.832543,2017-12-01,803.5,16,0.388,3,52,Standard Shield,49,4,3,0,0,0,0,Mumbai
MUM_01575,Powai,19.11489,72.919784,2017-07-01,827.8,12,0.249,1,57,Standard Shield,49,5,2,0,1,1,0,Mumbai
MUM_01576,Thane,19.234599,72.976517,2018-12-01,669.8,19,0.401,4,39,Standard Shield,53,9,5,0,1,1,0,Mumbai
MUM_01577,Thane,19.21193,72.976395,2022-04-01,890.8,21,0.518,2,47,Standard Shield,59,7,3,1,1,0,1,Mumbai
MUM_01578,Vashi,19.093563,72.999347,2024-06-01,842.4,13,0.515,2,50,Standard Shield,55,2,0,1,0,0,1,Mumbai
MUM_01579,Vashi,19.07713,72.995095,2019-11-01,773.0,14,0.701,3,36,Full Shield,85,4,3,1,0,1,0,Mumbai
MUM_01580,Ghatkopar,19.089984,72.89516,2019-11-01,562.0,10,0.214,4,43,Standard Shield,49,2,4,0,0,1,0,Mumbai
MUM_01581,Ghatkopar,19.08129,72.891058,2021-09-01,627.5,25,0.2,2,54,Standard Shield,53,2,1,1,0,0,1,Mumbai
MUM_01582,Borivali,19.227794,72.837721,2016-05-01,622.7,15,0.825,5,22,Full Shield,85,7,1,1,1,0,0,Mumbai
MUM_01583,Thane,19.219159,72.984112,2024-11-01,735.0,14,0.642,5,24,Full Shield,85,5,0,1,1,0,0,Mumbai
MUM_01584,Dadar,19.020819,72.836965,2017-07-01,675.7,21,0.387,1,55,Standard Shield,53,0,3,0,0,0,0,Mumbai
MUM_01585,Dadar,19.026777,72.834016,2016-08-01,544.2,26,0.412,3,33,Full Shield,83,1,2,1,0,1,1,Mumbai
MUM_01586,Bandra,19.054193,72.850853,2019-07-01,590.1,10,0.54,3,42,Standard Shield,55,5,0,0,1,0,0,Mumbai
MUM_01587,Chembur,19.052151,72.901077,2021-10-01,672.6,23,0.33,1,53,Standard Shield,53,7,0,0,1,0,0,Mumbai
MUM_01588,Andheri,19.133917,72.839642,2018-01-01,901.9,13,0.369,2,50,Standard Shield,49,9,5,1,1,1,1,Mumbai
MUM_01589,Bandra,19.04668,72.836143,2023-10-01,833.2,17,0.236,2,55,Standard Shield,49,1,2,0,0,1,0,Mumbai
MUM_01590,Vashi,19.079983,72.993769,2018-04-01,864.4,20,0.298,0,59,Standard Shield,53,8,0,1,1,0,1,Mumbai
MUM_01591,Lower Parel,19.012122,72.821858,2024-10-01,743.6,21,0.501,5,32,Full Shield,89,8,4,1,1,1,1,Mumbai
MUM_01592,Borivali,19.230525,72.854845,2020-10-01,444.4,27,0.517,4,29,Full Shield,89,6,3,0,1,0,0,Mumbai
MUM_01593,Lower Parel,18.992432,72.828601,2017-09-01,876.8,12,0.21,5,51,Standard Shield,49,6,3,0,1,0,0,Mumbai
MUM_01594,Lower Parel,19.010235,72.822787,2021-08-01,844.9,18,0.391,7,49,Standard Shield,49,4,1,0,1,0,0,Mumbai
MUM_01595,Dadar,19.026562,72.841817,2024-02-01,557.7,24,0.232,3,35,Full Shield,83,2,1,1,0,0,1,Mumbai
MUM_01596,Thane,19.224481,72.984975,2019-04-01,584.2,20,0.481,4,31,Full Shield,89,7,0,0,1,0,0,Mumbai
MUM_01597,Bandra,19.054621,72.850575,2015-04-01,670.9,21,0.283,1,51,Standard Shield,53,1,2,0,0,0,0,Mumbai
MUM_01598,Lower Parel,18.992151,72.82249,2018-06-01,767.9,28,0.339,4,38,Standard Shield,53,9,2,1,1,0,1,Mumbai
MUM_01599,Powai,19.123285,72.900272,2020-07-01,562.0,20,0.529,4,34,Full Shield,89,4,2,0,1,0,0,Mumbai
MUM_01600,Chembur,19.044431,72.901412,2021-08-01,789.8,17,0.404,4,49,Standard Shield,49,3,4,0,1,1,0,Mumbai
MUM_01601,Borivali,19.226414,72.839946,2016-08-01,398.2,13,0.376,5,31,Full Shield,79,6,0,1,1,0,1,Mumbai
MUM_01602,Chembur,19.05227,72.933776,2024-06-01,967.1,18,0.594,2,32,Full Shield,85,5,4,1,1,1,0,Mumbai
MUM_01603,Dadar,19.016099,72.847115,2016-10-01,614.5,25,0.54,6,32,Full Shield,89,3,2,0,0,0,0,Mumbai
MUM_01604,Andheri,19.114884,72.835656,2019-09-01,764.2,20,0.318,2,57,Standard Shield,53,6,2,0,1,0,0,Mumbai
MUM_01605,Chembur,19.040696,72.889775,2024-09-01,777.6,11,0.047,4,43,Standard Shield,49,11,3,0,1,1,0,Mumbai
MUM_01606,Powai,19.116344,72.913866,2021-10-01,621.0,20,0.582,0,31,Full Shield,89,7,2,1,1,0,0,Mumbai
MUM_01607,Borivali,19.232247,72.842566,2024-09-01,498.4,14,0.565,0,23,Full Shield,85,8,2,1,1,1,0,Mumbai
MUM_01608,Thane,19.205401,72.977028,2021-06-01,537.2,20,0.62,1,32,Full Shield,89,0,3,1,0,1,0,Mumbai
MUM_01609,Thane,19.218999,72.981325,2019-02-01,695.5,23,0.331,6,35,Full Shield,83,10,3,1,1,1,1,Mumbai
MUM_01610,Vashi,19.074771,73.000552,2022-11-01,789.5,11,0.315,4,52,Standard Shield,49,6,1,1,1,0,1,Mumbai
MUM_01611,Andheri,19.119335,72.861642,2016-04-01,870.0,11,0.483,1,59,Standard Shield,55,4,4,0,0,1,0,Mumbai
MUM_01612,Dadar,19.008791,72.835571,2017-04-01,624.2,16,0.67,4,23,Full Shield,85,7,3,1,1,0,0,Mumbai
MUM_01613,Andheri,19.11295,72.857791,2022-01-01,773.7,24,0.496,5,42,Standard Shield,59,1,5,0,0,1,0,Mumbai
MUM_01614,Thane,19.231811,72.990915,2022-01-01,719.3,18,0.213,0,63,Basic Shield,29,5,0,0,1,0,0,Mumbai
MUM_01615,Bandra,19.045206,72.830783,2019-12-01,566.3,20,0.271,1,46,Standard Shield,53,2,1,0,0,0,0,Mumbai
MUM_01616,Thane,19.213474,72.96236,2024-12-01,675.1,22,0.485,2,31,Full Shield,89,7,4,0,1,1,0,Mumbai
MUM_01617,Ghatkopar,19.090232,72.89408,2022-07-01,550.3,12,0.211,3,42,Standard Shield,49,10,2,0,1,0,0,Mumbai
MUM_01618,Vashi,19.067762,73.004393,2017-06-01,651.6,18,0.215,4,47,Standard Shield,49,5,1,0,1,0,0,Mumbai
MUM_01619,Dadar,19.011284,72.846678,2024-11-01,704.4,13,0.483,2,44,Standard Shield,55,4,3,1,1,0,1,Mumbai
MUM_01620,Vashi,19.083599,72.977035,2018-06-01,466.3,26,0.154,4,31,Full Shield,83,6,2,1,1,1,1,Mumbai
MUM_01621,Powai,19.125333,72.900528,2021-04-01,343.8,14,0.628,4,18,Full Shield,85,9,4,1,1,1,0,Mumbai
MUM_01622,Ghatkopar,19.073804,72.912138,2022-07-01,571.8,19,0.424,6,28,Full Shield,83,5,4,0,1,1,0,Mumbai
MUM_01623,Lower Parel,18.999672,72.824843,2021-11-01,578.2,9,0.37,6,38,Standard Shield,49,5,0,0,0,0,0,Mumbai
MUM_01624,Ghatkopar,19.088193,72.921374,2019-09-01,732.8,20,0.151,0,63,Basic Shield,33,4,2,0,0,0,0,Mumbai
MUM_01625,Ghatkopar,19.079434,72.90397,2022-05-01,783.1,20,0.846,4,22,Full Shield,89,10,1,1,1,0,0,Mumbai
MUM_01626,Ghatkopar,19.06076,72.911561,2015-08-01,810.3,17,0.243,3,48,Standard Shield,49,4,4,1,1,1,1,Mumbai
MUM_01627,Ghatkopar,19.082398,72.926183,2015-02-01,830.1,19,0.109,1,70,Basic Shield,33,6,0,0,1,0,0,Mumbai
MUM_01628,Chembur,19.061626,72.902179,2018-04-01,587.5,14,0.099,2,44,Standard Shield,49,9,3,0,1,1,0,Mumbai
MUM_01629,Borivali,19.234557,72.851936,2018-08-01,639.9,17,0.494,2,41,Standard Shield,55,9,4,0,1,1,0,Mumbai
MUM_01630,Vashi,19.07351,73.00551,2020-07-01,658.3,26,0.269,6,37,Full Shield,83,2,2,0,0,0,0,Mumbai
MUM_01631,Chembur,19.052428,72.89202,2015-10-01,543.2,20,0.38,5,34,Full Shield,83,6,2,0,1,0,0,Mumbai
MUM_01632,Andheri,19.116205,72.830055,2018-08-01,494.2,23,0.233,4,39,Standard Shield,53,4,4,0,1,1,0,Mumbai
