date,zone,hotspot,hour,congestion_probability,current_speed_kmh,speed_pct_drop,is_accident,accident_duration_min,news_confidence,blockspot_classification,heavy_traffic_trigger,is_peak_hour,is_weekend
2017-04-14,Chromepet,GST Road,11,0.13,31.4,0.104,0,0,0.25,INCONCLUSIVE,0,0,0
2017-04-14,Chromepet,IT Corridor,18,0.68,16.0,0.544,0,0,0.23,INCONCLUSIVE,0,1,0
2017-04-14,Chromepet,ECR,8,0.655,16.7,0.524,0,0,0.13,INCONCLUSIVE,0,1,0
2017-04-14,Chromepet,OMR,7,0.379,24.4,0.303,0,0,0.26,INCONCLUSIVE,0,0,0
2017-04-14,Sholinganallur,GST Road,9,0.608,18.0,0.486,0,0,0.28,INCONCLUSIVE,0,1,0
2017-04-14,Sholinganallur,IT Corridor,20,0.68,16.0,0.544,0,0,0.15,INCONCLUSIVE,0,1,0
2017-04-14,Sholinganallur,ECR,10,0.653,16.7,0.523,0,0,0.07,INCONCLUSIVE,0,1,0
2017-04-14,Sholinganallur,OMR,7,0.195,29.5,0.156,0,0,0.25,INCONCLUSIVE,0,0,0
2017-04-14,Guindy,GST Road,21,0.234,28.4,0.187,0,0,0.07,INCONCLUSIVE,0,0,0
2017-04-14,Guindy,IT Corridor,11,0.207,29.2,0.165,0,0,0.3,INCONCLUSIVE,0,0,0
2017-04-14,Guindy,ECR,18,0.714,15.0,0.572,0,0,0.29,INCONCLUSIVE,0,1,0
2017-04-14,Guindy,OMR,21,0.372,24.6,0.298,0,0,0.16,INCONCLUSIVE,0,0,0
2017-04-15,Adyar,GST Road,21,0.302,26.5,0.241,0,0,0.18,INCONCLUSIVE,0,0,1
2017-04-15,Adyar,IT Corridor,10,0.244,28.2,0.195,0,0,0.14,INCONCLUSIVE,0,1,1
2017-04-15,Adyar,ECR,10,0.138,31.1,0.11,0,0,0.15,INCONCLUSIVE,0,1,1
2017-04-15,Adyar,OMR,17,0.203,29.3,0.163,0,0,0.06,INCONCLUSIVE,0,1,1
2017-04-15,Velachery,GST Road,12,0.364,24.8,0.291,0,0,0.24,INCONCLUSIVE,0,0,1
2017-04-15,Velachery,IT Corridor,13,0.119,31.7,0.095,0,0,0.07,INCONCLUSIVE,0,0,1
2017-04-15,Velachery,ECR,21,0.092,32.4,0.074,0,0,0.25,INCONCLUSIVE,0,0,1
2017-04-15,Velachery,OMR,18,0.271,27.4,0.217,0,0,0.3,INCONCLUSIVE,0,1,1
2017-04-15,Tambaram,GST Road,13,0.338,25.5,0.27,0,0,0.18,INCONCLUSIVE,0,0,1
2017-04-15,Tambaram,IT Corridor,19,0.201,29.4,0.161,0,0,0.22,INCONCLUSIVE,0,1,1
2017-04-15,Tambaram,ECR,10,0.262,27.7,0.21,0,0,0.29,INCONCLUSIVE,0,1,1
2017-04-15,Tambaram,OMR,15,0.165,30.4,0.132,0,0,0.26,INCONCLUSIVE,0,0,1
2017-04-15,Anna Nagar,GST Road,22,0.203,29.3,0.163,0,0,0.06,INCONCLUSIVE,0,0,1
2017-04-15,Anna Nagar,IT Corridor,15,0.234,28.4,0.187,0,0,0.22,INCONCLUSIVE,0,0,1
2017-04-15,Anna Nagar,ECR,14,0.377,24.4,0.302,0,0,0.2,INCONCLUSIVE,0,0,1
2017-04-15,Anna Nagar,OMR,17,0.372,24.6,0.297,0,0,0.12,INCONCLUSIVE,0,1,1
2017-04-15,T Nagar,GST Road,12,0.187,29.8,0.15,0,0,0.25,INCONCLUSIVE,0,0,1
2017-04-15,T Nagar,IT Corridor,19,0.246,28.1,0.197,0,0,0.26,INCONCLUSIVE,0,1,1
2017-04-15,T Nagar,ECR,10,0.293,26.8,0.234,0,0,0.27,INCONCLUSIVE,0,1,1
2017-04-15,T Nagar,OMR,15,0.0,35.0,0.0,0,0,0.12,INCONCLUSIVE,0,0,1
2017-04-15,Porur,GST Road,13,0.415,23.4,0.332,0,0,0.06,INCONCLUSIVE,0,0,1
2017-04-15,Porur,IT Corridor,18,0.212,29.1,0.17,0,0,0.23,INCONCLUSIVE,0,1,1
2017-04-15,Porur,ECR,13,0.316,26.1,0.253,0,0,0.06,INCONCLUSIVE,0,0,1
2017-04-15,Porur,OMR,7,0.451,22.4,0.361,0,0,0.28,INCONCLUSIVE,0,0,1
2017-04-15,Perambur,GST Road,17,0.353,25.1,0.282,0,0,0.15,INCONCLUSIVE,0,1,1
2017-04-15,Perambur,IT Corridor,12,0.331,25.7,0.264,0,0,0.05,INCONCLUSIVE,0,0,1
2017-04-15,Perambur,ECR,8,0.273,27.4,0.218,0,0,0.21,INCONCLUSIVE,0,1,1
2017-04-15,Perambur,OMR,11,0.351,25.2,0.281,0,0,0.29,INCONCLUSIVE,0,0,1
2017-04-15,Chromepet,GST Road,10,0.317,26.1,0.254,0,0,0.2,INCONCLUSIVE,0,1,1
2017-04-15,Chromepet,IT Corridor,11,0.336,25.6,0.269,0,0,0.18,INCONCLUSIVE,0,0,1
2017-04-15,Chromepet,ECR,10,0.097,32.3,0.078,0,0,0.22,INCONCLUSIVE,0,1,1
2017-04-15,Chromepet,OMR,12,0.171,30.2,0.137,0,0,0.23,INCONCLUSIVE,0,0,1
2017-04-15,Sholinganallur,GST Road,18,0.187,29.8,0.149,0,0,0.06,INCONCLUSIVE,0,1,1
2017-04-15,Sholinganallur,IT Corridor,11,0.173,30.1,0.139,0,0,0.26,INCONCLUSIVE,0,0,1
2017-04-15,Sholinganallur,ECR,19,0.227,28.7,0.181,0,0,0.27,INCONCLUSIVE,0,1,1
2017-04-15,Sholinganallur,OMR,6,0.192,29.6,0.154,0,0,0.29,INCONCLUSIVE,0,0,1
2017-04-15,Guindy,GST Road,19,0.225,28.7,0.18,0,0,0.29,INCONCLUSIVE,0,1,1
2017-04-15,Guindy,IT Corridor,6,0.408,23.6,0.326,0,0,0.24,INCONCLUSIVE,0,0,1
2017-04-15,Guindy,ECR,11,0.328,25.8,0.262,0,0,0.13,INCONCLUSIVE,0,0,1
2017-04-15,Guindy,OMR,13,0.169,30.3,0.135,0,0,0.17,INCONCLUSIVE,0,0,1
2017-04-16,Adyar,GST Road,22,0.303,26.5,0.243,0,0,0.21,INCONCLUSIVE,0,0,1
2017-04-16,Adyar,IT Corridor,16,0.396,23.9,0.317,0,0,0.19,INCONCLUSIVE,0,0,1
2017-04-16,Adyar,ECR,17,0.146,30.9,0.117,0,0,0.07,INCONCLUSIVE,0,1,1
2017-04-16,Adyar,OMR,12,0.214,29.0,0.171,0,0,0.13,INCONCLUSIVE,0,0,1
2017-04-16,Velachery,GST Road,21,0.258,27.8,0.207,0,0,0.12,INCONCLUSIVE,0,0,1
2017-04-16,Velachery,IT Corridor,22,0.341,25.4,0.273,0,0,0.26,INCONCLUSIVE,0,0,1
2017-04-16,Velachery,ECR,17,0.269,27.5,0.215,0,0,0.11,INCONCLUSIVE,0,1,1
2017-04-16,Velachery,OMR,8,0.335,25.6,0.268,0,0,0.16,INCONCLUSIVE,0,1,1
2017-04-16,Tambaram,GST Road,19,0.292,26.8,0.233,0,0,0.26,INCONCLUSIVE,0,1,1
2017-04-16,Tambaram,IT Corridor,15,0.218,28.9,0.175,0,0,0.28,INCONCLUSIVE,0,0,1
2017-04-16,Tambaram,ECR,22,0.327,25.8,0.262,0,0,0.16,INCONCLUSIVE,0,0,1
2017-04-16,Tambaram,OMR,21,0.235,28.4,0.188,0,0,0.27,INCONCLUSIVE,0,0,1
2017-04-16,Anna Nagar,GST Road,10,0.322,26.0,0.258,0,0,0.26,INCONCLUSIVE,0,1,1
2017-04-16,Anna Nagar,IT Corridor,12,0.267,27.5,0.214,0,0,0.19,INCONCLUSIVE,0,0,1
2017-04-16,Anna Nagar,ECR,21,0.266,27.5,0.213,0,0,0.11,INCONCLUSIVE,0,0,1
2017-04-16,Anna Nagar,OMR,16,0.317,26.1,0.254,0,0,0.28,INCONCLUSIVE,0,0,1
2017-04-16,T Nagar,GST Road,16,0.086,32.6,0.069,0,0,0.12,INCONCLUSIVE,0,0,1
2017-04-16,T Nagar,IT Corridor,12,0.199,29.4,0.16,0,0,0.06,INCONCLUSIVE,0,0,1
2017-04-16,T Nagar,ECR,15,0.341,25.5,0.273,0,0,0.14,INCONCLUSIVE,0,0,1
2017-04-16,T Nagar,OMR,6,0.049,33.6,0.039,0,0,0.29,INCONCLUSIVE,0,0,1
2017-04-16,Porur,GST Road,19,0.203,29.3,0.162,0,0,0.11,INCONCLUSIVE,0,1,1
2017-04-16,Porur,IT Corridor,7,0.38,24.4,0.304,0,0,0.24,INCONCLUSIVE,0,0,1
2017-04-16,Porur,ECR,16,0.34,25.5,0.272,0,0,0.21,INCONCLUSIVE,0,0,1
2017-04-16,Porur,OMR,7,0.411,23.5,0.329,0,0,0.1,INCONCLUSIVE,0,0,1
2017-04-16,Perambur,GST Road,17,0.278,27.2,0.222,0,0,0.27,INCONCLUSIVE,0,1,1
2017-04-16,Perambur,IT Corridor,22,0.161,30.5,0.129,0,0,0.29,INCONCLUSIVE,0,0,1
2017-04-16,Perambur,ECR,18,0.232,28.5,0.186,0,0,0.11,INCONCLUSIVE,0,1,1
2017-04-16,Perambur,OMR,10,0.277,27.2,0.222,0,0,0.11,INCONCLUSIVE,0,1,1
2017-04-16,Chromepet,GST Road,11,0.31,26.3,0.248,0,0,0.1,INCONCLUSIVE,0,0,1
2017-04-16,Chromepet,IT Corridor,14,0.249,28.0,0.199,0,0,0.07,INCONCLUSIVE,0,0,1
2017-04-16,Chromepet,ECR,15,0.253,27.9,0.203,0,0,0.12,INCONCLUSIVE,0,0,1
2017-04-16,Chromepet,OMR,6,0.273,27.3,0.219,0,0,0.17,INCONCLUSIVE,0,0,1
2017-04-16,Sholinganallur,GST Road,21,0.376,24.5,0.301,0,0,0.09,INCONCLUSIVE,0,0,1
2017-04-16,Sholinganallur,IT Corridor,15,0.094,32.4,0.075,0,0,0.18,INCONCLUSIVE,0,0,1
2017-04-16,Sholinganallur,ECR,15,0.233,28.5,0.186,0,0,0.07,INCONCLUSIVE,0,0,1
2017-04-16,Sholinganallur,OMR,22,0.272,27.4,0.218,0,0,0.13,INCONCLUSIVE,0,0,1
2017-04-16,Guindy,GST Road,20,0.296,26.7,0.237,0,0,0.14,INCONCLUSIVE,0,1,1
2017-04-16,Guindy,IT Corridor,12,0.117,31.7,0.094,0,0,0.14,INCONCLUSIVE,0,0,1
2017-04-16,Guindy,ECR,11,0.208,29.2,0.166,0,0,0.15,INCONCLUSIVE,0,0,1
2017-04-16,Guindy,OMR,8,0.396,23.9,0.317,0,0,0.27,INCONCLUSIVE,0,1,1
2017-04-17,Adyar,GST Road,6,0.277,27.2,0.221,0,0,0.18,INCONCLUSIVE,0,0,0
2017-04-17,Adyar,IT Corridor,13,0.336,25.6,0.269,0,0,0.19,INCONCLUSIVE,0,0,0
2017-04-17,Adyar,ECR,19,0.728,14.6,0.583,0,0,0.29,INCONCLUSIVE,0,1,0
2017-04-17,Adyar,OMR,22,0.297,26.7,0.238,0,0,0.29,INCONCLUSIVE,0,0,0
2017-04-17,Velachery,GST Road,8,0.631,17.3,0.505,0,0,0.13,INCONCLUSIVE,0,1,0
2017-04-17,Velachery,IT Corridor,20,0.622,17.6,0.498,0,0,0.08,INCONCLUSIVE,0,1,0
2017-04-17,Velachery,ECR,19,0.576,18.9,0.461,0,0,0.06,INCONCLUSIVE,0,1,0
2017-04-17,Velachery,OMR,22,0.089,32.5,0.072,0,0,0.05,INCONCLUSIVE,0,0,0
2017-04-17,Tambaram,GST Road,10,0.649,16.8,0.519,0,0,0.25,INCONCLUSIVE,0,1,0
2017-04-17,Tambaram,IT Corridor,19,0.584,18.6,0.467,0,0,0.08,INCONCLUSIVE,0,1,0
2017-04-17,Tambaram,ECR,11,0.237,28.4,0.19,0,0,0.1,INCONCLUSIVE,0,0,0
2017-04-17,Tambaram,OMR,15,0.345,25.3,0.276,0,0,0.29,INCONCLUSIVE,0,0,0
2017-04-17,Anna Nagar,GST Road,19,0.513,20.6,0.411,0,0,0.25,INCONCLUSIVE,0,1,0
2017-04-17,Anna Nagar,IT Corridor,7,0.317,26.1,0.253,0,0,0.29,INCONCLUSIVE,0,0,0
2017-04-17,Anna Nagar,ECR,9,0.649,16.8,0.519,0,0,0.17,INCONCLUSIVE,0,1,0
2017-04-17,Anna Nagar,OMR,20,0.619,17.7,0.495,1,58,0.58,INCONCLUSIVE,1,1,0
2017-04-17,T Nagar,GST Road,13,0.307,26.4,0.245,0,0,0.29,INCONCLUSIVE,0,0,0
2017-04-17,T Nagar,IT Corridor,12,0.301,26.6,0.241,0,0,0.25,INCONCLUSIVE,0,0,0
2017-04-17,T Nagar,ECR,9,0.359,24.9,0.287,0,0,0.23,INCONCLUSIVE,0,1,0
2017-04-17,T Nagar,OMR,7,0.285,27.0,0.228,0,0,0.25,INCONCLUSIVE,0,0,0
2017-04-17,Porur,GST Road,14,0.43,23.0,0.344,0,0,0.18,INCONCLUSIVE,0,0,0
2017-04-17,Porur,IT Corridor,6,0.375,24.5,0.3,0,0,0.25,INCONCLUSIVE,0,0,0
2017-04-17,Porur,ECR,12,0.302,26.6,0.241,0,0,0.11,INCONCLUSIVE,0,0,0
2017-04-17,Porur,OMR,7,0.26,27.7,0.208,0,0,0.12,INCONCLUSIVE,0,0,0
2017-04-17,Perambur,GST Road,16,0.159,30.6,0.127,0,0,0.24,INCONCLUSIVE,0,0,0
2017-04-17,Perambur,IT Corridor,20,0.535,20.0,0.428,0,0,0.21,INCONCLUSIVE,0,1,0
2017-04-17,Perambur,ECR,15,0.278,27.2,0.223,0,0,0.24,INCONCLUSIVE,0,0,0
2017-04-17,Perambur,OMR,11,0.284,27.0,0.227,0,0,0.29,INCONCLUSIVE,0,0,0
2017-04-17,Chromepet,GST Road,17,0.602,18.2,0.481,0,0,0.14,INCONCLUSIVE,0,1,0
2017-04-17,Chromepet,IT Corridor,13,0.304,26.5,0.243,0,0,0.23,INCONCLUSIVE,0,0,0
2017-04-17,Chromepet,ECR,7,0.249,28.0,0.199,0,0,0.21,INCONCLUSIVE,0,0,0
2017-04-17,Chromepet,OMR,13,0.308,26.4,0.247,0,0,0.25,INCONCLUSIVE,0,0,0
2017-04-17,Sholinganallur,GST Road,9,0.558,19.4,0.447,0,0,0.21,INCONCLUSIVE,0,1,0
2017-04-17,Sholinganallur,IT Corridor,19,0.736,14.4,0.588,0,0,0.08,INCONCLUSIVE,0,1,0
2017-04-17,Sholinganallur,ECR,6,0.457,22.2,0.365,0,0,0.23,INCONCLUSIVE,0,0,0
2017-04-17,Sholinganallur,OMR,10,0.624,17.5,0.499,0,0,0.25,INCONCLUSIVE,0,1,0
2017-04-17,Guindy,GST Road,22,0.206,29.2,0.165,0,0,0.21,INCONCLUSIVE,0,0,0
2017-04-17,Guindy,IT Corridor,22,0.264,27.6,0.211,0,0,0.08,INCONCLUSIVE,0,0,0
2017-04-17,Guindy,ECR,18,0.551,19.6,0.441,0,0,0.15,INCONCLUSIVE,0,1,0
2017-04-17,Guindy,OMR,22,0.22,28.8,0.176,0,0,0.26,INCONCLUSIVE,0,0,0
2017-04-18,Adyar,GST Road,22,0.314,26.2,0.251,0,0,0.21,INCONCLUSIVE,0,0,0
2017-04-18,Adyar,IT Corridor,9,0.593,18.4,0.475,0,0,0.13,INCONCLUSIVE,0,1,0
2017-04-18,Adyar,ECR,22,0.226,28.7,0.181,0,0,0.09,INCONCLUSIVE,0,0,0
2017-04-18,Adyar,OMR,10,0.621,17.6,0.496,0,0,0.19,INCONCLUSIVE,0,1,0
2017-04-18,Velachery,GST Road,12,0.253,27.9,0.202,0,0,0.18,INCONCLUSIVE,0,0,0
2017-04-18,Velachery,IT Corridor,21,0.264,27.6,0.211,0,0,0.14,INCONCLUSIVE,0,0,0
2017-04-18,Velachery,ECR,20,0.607,18.0,0.486,0,0,0.3,INCONCLUSIVE,0,1,0
2017-04-18,Velachery,OMR,11,0.195,29.5,0.156,0,0,0.07,INCONCLUSIVE,0,0,0
2017-04-18,Tambaram,GST Road,9,0.546,19.7,0.437,0,0,0.29,INCONCLUSIVE,0,1,0
2017-04-18,Tambaram,IT Corridor,19,0.454,22.3,0.363,0,0,0.24,INCONCLUSIVE,0,1,0
2017-04-18,Tambaram,ECR,14,0.354,25.1,0.283,0,0,0.13,INCONCLUSIVE,0,0,0
2017-04-18,Tambaram,OMR,19,0.787,13.0,0.63,0,0,0.15,INCONCLUSIVE,0,1,0
2017-04-18,Anna Nagar,GST Road,8,0.53,20.2,0.424,0,0,0.11,INCONCLUSIVE,0,1,0
2017-04-18,Anna Nagar,IT Corridor,19,0.514,20.6,0.411,0,0,0.2,INCONCLUSIVE,0,1,0
2017-04-18,Anna Nagar,ECR,7,0.361,24.9,0.289,0,0,0.06,INCONCLUSIVE,0,0,0
2017-04-18,Anna Nagar,OMR,15,0.126,31.5,0.101,0,0,0.15,INCONCLUSIVE,0,0,0
2017-04-18,T Nagar,GST Road,8,0.494,21.2,0.395,0,0,0.13,INCONCLUSIVE,0,1,0
2017-04-18,T Nagar,IT Corridor,15,0.222,28.8,0.178,0,0,0.27,INCONCLUSIVE,0,0,0
2017-04-18,T Nagar,ECR,12,0.444,22.6,0.355,0,0,0.06,INCONCLUSIVE,0,0,0
2017-04-18,T Nagar,OMR,16,0.236,28.4,0.189,0,0,0.14,INCONCLUSIVE,0,0,0
2017-04-18,Porur,GST Road,13,0.196,29.5,0.157,0,0,0.2,INCONCLUSIVE,0,0,0
2017-04-18,Porur,IT Corridor,9,0.514,20.6,0.411,0,0,0.22,INCONCLUSIVE,0,1,0
2017-04-18,Porur,ECR,13,0.356,25.0,0.284,0,0,0.19,INCONCLUSIVE,0,0,0
2017-04-18,Porur,OMR,21,0.366,24.8,0.293,0,0,0.17,INCONCLUSIVE,0,0,0
2017-04-18,Perambur,GST Road,15,0.274,27.3,0.219,0,0,0.3,INCONCLUSIVE,0,0,0
2017-04-18,Perambur,IT Corridor,19,0.548,19.6,0.439,0,0,0.26,INCONCLUSIVE,0,1,0
2017-04-18,Perambur,ECR,8,0.56,19.3,0.448,0,0,0.23,INCONCLUSIVE,0,1,0
2017-04-18,Perambur,OMR,22,0.269,27.5,0.216,0,0,0.24,INCONCLUSIVE,0,0,0
2017-04-18,Chromepet,GST Road,19,0.552,19.5,0.442,0,0,0.2,INCONCLUSIVE,0,1,0
2017-04-18,Chromepet,IT Corridor,16,0.375,24.5,0.3,0,0,0.09,INCONCLUSIVE,0,0,0
2017-04-18,Chromepet,ECR,9,0.553,19.5,0.443,0,0,0.09,INCONCLUSIVE,0,1,0
2017-04-18,Chromepet,OMR,10,0.636,17.2,0.509,0,0,0.1,INCONCLUSIVE,0,1,0
2017-04-18,Sholinganallur,GST Road,14,0.356,25.0,0.285,0,0,0.2,INCONCLUSIVE,0,0,0
2017-04-18,Sholinganallur,IT Corridor,20,0.442,22.6,0.354,0,0,0.28,INCONCLUSIVE,0,1,0
2017-04-18,Sholinganallur,ECR,9,0.76,13.7,0.608,0,0,0.28,INCONCLUSIVE,0,1,0
2017-04-18,Sholinganallur,OMR,13,0.274,27.3,0.219,0,0,0.11,INCONCLUSIVE,0,0,0
2017-04-18,Guindy,GST Road,13,0.21,29.1,0.168,0,0,0.27,INCONCLUSIVE,0,0,0
2017-04-18,Guindy,IT Corridor,18,0.711,15.1,0.568,0,0,0.16,INCONCLUSIVE,0,1,0
2017-04-18,Guindy,ECR,12,0.261,27.7,0.209,0,0,0.11,INCONCLUSIVE,0,0,0
2017-04-18,Guindy,OMR,19,0.598,18.3,0.478,0,0,0.13,INCONCLUSIVE,0,1,0
2017-04-19,Adyar,GST Road,8,0.523,20.4,0.418,0,0,0.09,INCONCLUSIVE,0,1,0
2017-04-19,Adyar,IT Corridor,14,0.284,27.1,0.227,0,0,0.16,INCONCLUSIVE,0,0,0
2017-04-19,Adyar,ECR,18,0.523,20.3,0.419,0,0,0.25,INCONCLUSIVE,0,1,0
2017-04-19,Adyar,OMR,14,0.199,29.4,0.159,0,0,0.29,INCONCLUSIVE,0,0,0
2017-04-19,Velachery,GST Road,7,0.237,28.4,0.19,0,0,0.25,INCONCLUSIVE,0,0,0
2017-04-19,Velachery,IT Corridor,15,0.318,26.1,0.254,0,0,0.15,INCONCLUSIVE,0,0,0
2017-04-19,Velachery,ECR,22,0.164,30.4,0.132,0,0,0.07,INCONCLUSIVE,0,0,0
2017-04-19,Velachery,OMR,22,0.181,29.9,0.144,0,0,0.08,INCONCLUSIVE,0,0,0
2017-04-19,Tambaram,GST Road,16,0.222,28.8,0.178,0,0,0.19,INCONCLUSIVE,0,0,0
2017-04-19,Tambaram,IT Corridor,18,0.633,17.3,0.506,0,0,0.22,INCONCLUSIVE,0,1,0
2017-04-19,Tambaram,ECR,21,0.267,27.5,0.214,0,0,0.26,INCONCLUSIVE,0,0,0
2017-04-19,Tambaram,OMR,7,0.282,27.1,0.226,0,0,0.08,INCONCLUSIVE,0,0,0
2017-04-19,Anna Nagar,GST Road,18,0.444,22.6,0.355,0,0,0.2,INCONCLUSIVE,0,1,0
2017-04-19,Anna Nagar,IT Corridor,20,0.62,17.6,0.496,0,0,0.23,INCONCLUSIVE,0,1,0
2017-04-19,Anna Nagar,ECR,20,0.581,18.7,0.465,0,0,0.08,INCONCLUSIVE,0,1,0
2017-04-19,Anna Nagar,OMR,12,0.294,26.8,0.235,0,0,0.08,INCONCLUSIVE,0,0,0
2017-04-19,T Nagar,GST Road,17,0.591,18.5,0.473,0,0,0.27,INCONCLUSIVE,0,1,0
2017-04-19,T Nagar,IT Corridor,13,0.414,23.4,0.332,0,0,0.28,INCONCLUSIVE,0,0,0
2017-04-19,T Nagar,ECR,10,0.448,22.5,0.358,0,0,0.22,INCONCLUSIVE,0,1,0
2017-04-19,T Nagar,OMR,22,0.137,31.2,0.109,0,0,0.15,INCONCLUSIVE,0,0,0
2017-04-19,Porur,GST Road,20,0.501,21.0,0.401,0,0,0.15,INCONCLUSIVE,0,1,0
2017-04-19,Porur,IT Corridor,21,0.168,30.3,0.135,0,0,0.27,INCONCLUSIVE,0,0,0
2017-04-19,Porur,ECR,21,0.202,29.4,0.161,0,0,0.2,INCONCLUSIVE,0,0,0
2017-04-19,Porur,OMR,18,0.53,20.2,0.424,0,0,0.12,INCONCLUSIVE,0,1,0
2017-04-19,Perambur,GST Road,20,0.615,17.8,0.492,0,0,0.14,INCONCLUSIVE,0,1,0
2017-04-19,Perambur,IT Corridor,6,0.251,28.0,0.201,0,0,0.23,INCONCLUSIVE,0,0,0
2017-04-19,Perambur,ECR,14,0.23,28.6,0.184,0,0,0.09,INCONCLUSIVE,0,0,0
2017-04-19,Perambur,OMR,7,0.279,27.2,0.223,0,0,0.13,INCONCLUSIVE,0,0,0
2017-04-19,Chromepet,GST Road,22,0.271,27.4,0.217,0,0,0.11,INCONCLUSIVE,0,0,0
2017-04-19,Chromepet,IT Corridor,18,0.705,15.3,0.564,0,0,0.17,INCONCLUSIVE,0,1,0
2017-04-19,Chromepet,ECR,16,0.096,32.3,0.077,0,0,0.07,INCONCLUSIVE,0,0,0
2017-04-19,Chromepet,OMR,11,0.262,27.7,0.21,0,0,0.3,INCONCLUSIVE,0,0,0
2017-04-19,Sholinganallur,GST Road,11,0.193,29.6,0.154,0,0,0.06,INCONCLUSIVE,0,0,0
2017-04-19,Sholinganallur,IT Corridor,7,0.111,31.9,0.089,0,0,0.13,INCONCLUSIVE,0,0,0
2017-04-19,Sholinganallur,ECR,15,0.299,26.6,0.239,0,0,0.09,INCONCLUSIVE,0,0,0
2017-04-19,Sholinganallur,OMR,21,0.255,27.9,0.204,0,0,0.16,INCONCLUSIVE,0,0,0
2017-04-19,Guindy,GST Road,16,0.228,28.6,0.183,0,0,0.11,INCONCLUSIVE,0,0,0
2017-04-19,Guindy,IT Corridor,11,0.372,24.6,0.298,0,0,0.25,INCONCLUSIVE,0,0,0
2017-04-19,Guindy,ECR,18,0.621,17.6,0.497,0,0,0.19,INCONCLUSIVE,0,1,0
2017-04-19,Guindy,OMR,14,0.252,27.9,0.202,0,0,0.06,INCONCLUSIVE,0,0,0
2017-04-20,Adyar,GST Road,6,0.221,28.8,0.176,0,0,0.22,INCONCLUSIVE,0,0,0
2017-04-20,Adyar,IT Corridor,15,0.135,31.2,0.108,0,0,0.27,INCONCLUSIVE,0,0,0
2017-04-20,Adyar,ECR,13,0.343,25.4,0.275,0,0,0.08,INCONCLUSIVE,0,0,0
2017-04-20,Adyar,OMR,13,0.209,29.2,0.167,0,0,0.21,INCONCLUSIVE,0,0,0
2017-04-20,Velachery,GST Road,19,0.701,15.4,0.561,0,0,0.13,INCONCLUSIVE,0,1,0
2017-04-20,Velachery,IT Corridor,20,0.646,16.9,0.517,0,0,0.22,INCONCLUSIVE,0,1,0
2017-04-20,Velachery,ECR,12,0.27,27.4,0.216,0,0,0.14,INCONCLUSIVE,0,0,0
2017-04-20,Velachery,OMR,12,0.265,27.6,0.212,0,0,0.21,INCONCLUSIVE,0,0,0
2017-04-20,Tambaram,GST Road,6,0.293,26.8,0.234,0,0,0.26,INCONCLUSIVE,0,0,0
2017-04-20,Tambaram,IT Corridor,22,0.373,24.6,0.298,0,0,0.24,INCONCLUSIVE,0,0,0
2017-04-20,Tambaram,ECR,18,0.767,13.5,0.614,0,0,0.15,INCONCLUSIVE,0,1,0
2017-04-20,Tambaram,OMR,18,0.655,16.7,0.524,0,0,0.16,INCONCLUSIVE,0,1,0
2017-04-20,Anna Nagar,GST Road,21,0.348,25.2,0.279,0,0,0.27,INCONCLUSIVE,0,0,0
2017-04-20,Anna Nagar,IT Corridor,20,0.72,14.8,0.576,0,0,0.19,INCONCLUSIVE,0,1,0
2017-04-20,Anna Nagar,ECR,19,0.443,22.6,0.354,0,0,0.25,INCONCLUSIVE,0,1,0
2017-04-20,Anna Nagar,OMR,13,0.18,30.0,0.144,0,0,0.06,INCONCLUSIVE,0,0,0
2017-04-20,T Nagar,GST Road,6,0.171,30.2,0.137,0,0,0.14,INCONCLUSIVE,0,0,0
2017-04-20,T Nagar,IT Corridor,10,0.704,15.3,0.564,0,0,0.14,INCONCLUSIVE,0,1,0
2017-04-20,T Nagar,ECR,9,0.558,19.4,0.446,0,0,0.21,INCONCLUSIVE,0,1,0
2017-04-20,T Nagar,OMR,15,0.351,25.2,0.281,0,0,0.17,INCONCLUSIVE,0,0,0
2017-04-20,Porur,GST Road,12,0.09,32.5,0.072,0,0,0.11,INCONCLUSIVE,0,0,0
2017-04-20,Porur,IT Corridor,11,0.233,28.5,0.187,0,0,0.2,INCONCLUSIVE,0,0,0
2017-04-20,Porur,ECR,19,0.607,18.0,0.485,0,0,0.05,INCONCLUSIVE,0,1,0
2017-04-20,Porur,OMR,19,0.574,18.9,0.459,0,0,0.15,INCONCLUSIVE,0,1,0
2017-04-20,Perambur,GST Road,16,0.445,22.5,0.356,0,0,0.27,INCONCLUSIVE,0,0,0
2017-04-20,Perambur,IT Corridor,19,0.697,15.5,0.558,0,0,0.29,INCONCLUSIVE,0,1,0
2017-04-20,Perambur,ECR,6,0.284,27.0,0.227,0,0,0.25,INCONCLUSIVE,0,0,0
2017-04-20,Perambur,OMR,18,0.643,17.0,0.514,0,0,0.2,INCONCLUSIVE,0,1,0
2017-04-20,Chromepet,GST Road,7,0.223,28.8,0.178,0,0,0.18,INCONCLUSIVE,0,0,0
2017-04-20,Chromepet,IT Corridor,12,0.194,29.6,0.155,0,0,0.2,INCONCLUSIVE,0,0,0
2017-04-20,Chromepet,ECR,7,0.418,23.3,0.335,0,0,0.05,INCONCLUSIVE,0,0,0
2017-04-20,Chromepet,OMR,10,0.657,16.6,0.525,0,0,0.11,INCONCLUSIVE,0,1,0
