ds,zone,y,rolling_7d,bandh_event,heavy_rain,extreme_rain
2020-09-15,Velachery,0.0,0.0,0,0,0
2020-09-16,Velachery,0.0,0.0,0,0,0
2020-09-17,Velachery,0.0,0.0,0,0,0
2020-09-18,Velachery,0.0,0.0,0,0,0
2020-09-19,Velachery,0.0,0.0,0,0,0
2020-09-20,Velachery,0.0,0.0,0,0,0
2020-09-21,Velachery,0.0,0.0,0,0,0
2020-09-22,Velachery,0.0,0.0,0,0,0
2020-09-23,Velachery,0.0,0.0,0,0,0
2020-09-24,Velachery,1.0,1.0,0,1,0
2020-09-25,Velachery,0.0,1.0,0,0,0
2020-09-26,Velachery,0.0,1.0,0,0,0
2020-09-27,Velachery,0.0,1.0,0,0,0
2020-09-28,Velachery,0.0,1.0,0,0,0
2020-09-29,Velachery,0.0,1.0,0,0,0
2020-09-30,Velachery,0.0,1.0,0,0,0
2020-10-01,Velachery,0.0,0.0,0,0,0
2020-10-02,Velachery,0.0,0.0,0,0,0
2020-10-03,Velachery,0.0,0.0,0,0,0
2020-10-04,Velachery,0.0,0.0,0,0,0
2020-10-05,Velachery,0.0,0.0,0,0,0
2020-10-06,Velachery,0.0,0.0,0,0,0
2020-10-07,Velachery,0.0,0.0,0,0,0
2020-10-08,Velachery,0.0,0.0,0,0,0
2020-10-09,Velachery,0.0,0.0,0,0,0
2020-10-10,Velachery,0.0,0.0,0,0,0
2020-10-11,Velachery,0.0,0.0,0,0,0
2020-10-12,Velachery,0.0,0.0,0,0,0
2020-10-13,Velachery,0.0,0.0,0,0,0
2020-10-14,Velachery,0.0,0.0,0,0,0
2020-10-15,Velachery,0.0,0.0,0,0,0
2020-10-16,Velachery,0.0,0.0,0,0,0
2020-10-17,Velachery,0.0,0.0,0,0,0
2020-10-18,Velachery,0.0,0.0,0,0,0
2020-10-19,Velachery,0.0,0.0,0,0,0
2020-10-20,Velachery,0.0,0.0,0,0,0
2020-10-21,Velachery,0.0,0.0,0,0,0
2020-10-22,Velachery,0.0,0.0,0,0,0
2020-10-23,Velachery,0.0,0.0,0,0,0
2020-10-24,Velachery,0.0,0.0,0,0,0
2020-10-25,Velachery,0.0,0.0,0,0,0
2020-10-26,Velachery,0.0,0.0,0,0,0
2020-10-27,Velachery,0.0,0.0,0,0,0
2020-10-28,Velachery,0.0,0.0,0,0,0
2020-10-29,Velachery,0.0,0.0,0,0,0
2020-10-30,Velachery,0.0,0.0,0,0,0
2020-10-31,Velachery,0.0,0.0,0,0,0
2020-11-01,Velachery,0.0,0.0,0,0,0
2020-11-02,Velachery,0.0,0.0,0,0,0
2020-11-03,Velachery,0.0,0.0,0,0,0
2020-11-04,Velachery,0.0,0.0,0,0,0
2020-11-05,Velachery,0.0,0.0,0,0,0
2020-11-06,Velachery,0.0,0.0,0,0,0
2020-11-07,Velachery,0.0,0.0,0,0,0
2020-11-08,Velachery,0.0,0.0,0,0,0
2020-11-09,Velachery,0.0,0.0,0,0,0
2020-11-10,Velachery,0.0,0.0,0,0,0
2020-11-11,Velachery,0.0,0.0,0,0,0
2020-11-12,Velachery,1.0,1.0,0,1,0
2020-11-13,Velachery,0.0,1.0,0,0,0
2020-11-14,Velachery,0.0,1.0,0,0,0
2020-11-15,Velachery,0.0,1.0,0,0,0
2020-11-16,Velachery,0.0,1.0,0,0,0
2020-11-17,Velachery,0.0,1.0,0,0,0
2020-11-18,Velachery,0.0,1.0,0,0,0
2020-11-19,Velachery,0.0,0.0,0,0,0
2020-11-20,Velachery,0.0,0.0,1,0,0
2020-11-21,Velachery,0.0,0.0,0,0,0
2020-11-22,Velachery,0.0,0.0,0,0,0
2020-11-23,Velachery,0.0,0.0,0,0,0
2020-11-24,Velachery,0.0,0.0,0,0,0
2020-11-25,Velachery,0.0,0.0,0,0,0
2020-11-26,Velachery,0.0,0.0,0,0,0
2020-11-27,Velachery,0.0,0.0,0,0,0
2020-11-28,Velachery,0.0,0.0,1,0,0
2020-11-29,Velachery,0.0,0.0,0,0,0
2020-11-30,Velachery,0.0,0.0,0,0,0
2020-12-01,Velachery,0.0,0.0,0,0,0
2020-12-02,Velachery,0.0,0.0,0,0,0
2020-12-03,Velachery,0.0,0.0,0,0,0
2020-12-04,Velachery,0.0,0.0,0,0,0
2020-12-05,Velachery,0.0,0.0,0,0,0
2020-12-06,Velachery,0.0,0.0,0,0,0
2020-12-07,Velachery,0.0,0.0,0,0,0
2020-12-08,Velachery,0.0,0.0,0,0,0
2020-12-09,Velachery,0.0,0.0,0,0,0
2020-12-10,Velachery,0.0,0.0,0,0,0
2020-12-11,Velachery,0.0,0.0,0,0,0
2020-12-12,Velachery,0.0,0.0,0,0,0
2020-12-13,Velachery,0.0,0.0,0,0,0
2020-12-14,Velachery,0.0,0.0,0,0,0
2020-12-15,Velachery,0.0,0.0,0,0,0
2020-12-16,Velachery,0.0,0.0,0,0,0
2020-12-17,Velachery,0.0,0.0,0,0,0
2020-12-18,Velachery,0.0,0.0,0,0,0
2020-12-19,Velachery,0.0,0.0,0,0,0
2020-12-20,Velachery,0.0,0.0,0,0,0
2020-12-21,Velachery,0.0,0.0,0,0,0
2020-12-22,Velachery,0.0,0.0,0,0,0
2020-12-23,Velachery,0.0,0.0,0,0,0
2020-12-24,Velachery,0.0,0.0,0,0,0
2020-12-25,Velachery,0.0,0.0,0,0,0
2020-12-26,Velachery,0.0,0.0,0,0,0
2020-12-27,Velachery,0.0,0.0,0,0,0
2020-12-28,Velachery,0.0,0.0,0,0,0
2020-12-29,Velachery,0.0,0.0,0,0,0
2020-12-30,Velachery,0.0,0.0,0,0,0
2020-12-31,Velachery,0.0,0.0,0,0,0
2021-01-01,Velachery,0.0,0.0,0,0,0
2021-01-02,Velachery,0.0,0.0,0,0,0
2021-01-03,Velachery,0.0,0.0,0,0,0
2021-01-04,Velachery,0.0,0.0,0,0,0
2021-01-05,Velachery,0.0,0.0,0,0,0
2021-01-06,Velachery,0.0,0.0,0,0,0
2021-01-07,Velachery,0.0,0.0,0,0,0
2021-01-08,Velachery,0.0,0.0,0,0,0
2021-01-09,Velachery,0.0,0.0,0,0,0
2021-01-10,Velachery,0.0,0.0,0,0,0
2021-01-11,Velachery,0.0,0.0,0,0,0
2021-01-12,Velachery,0.0,0.0,0,0,0
2021-01-13,Velachery,0.0,0.0,0,0,0
2021-01-14,Velachery,0.0,0.0,0,0,0
2021-01-15,Velachery,0.0,0.0,0,0,0
2021-01-16,Velachery,0.0,0.0,0,0,0
2021-01-17,Velachery,0.0,0.0,0,0,0
2021-01-18,Velachery,0.0,0.0,0,0,0
2021-01-19,Velachery,0.0,0.0,0,0,0
2021-01-20,Velachery,0.0,0.0,0,0,0
2021-01-21,Velachery,0.0,0.0,0,0,0
2021-01-22,Velachery,0.0,0.0,1,0,0
2021-01-23,Velachery,0.0,0.0,0,0,0
2021-01-24,Velachery,0.0,0.0,0,0,0
2021-01-25,Velachery,0.0,0.0,0,0,0
2021-01-26,Velachery,0.0,0.0,0,0,0
2021-01-27,Velachery,0.0,0.0,0,0,0
2021-01-28,Velachery,0.0,0.0,0,0,0
2021-01-29,Velachery,0.0,0.0,0,0,0
2021-01-30,Velachery,0.0,0.0,0,0,0
2021-01-31,Velachery,0.0,0.0,0,0,0
2021-02-01,Velachery,0.0,0.0,0,0,0
2021-02-02,Velachery,0.0,0.0,0,0,0
2021-02-03,Velachery,0.0,0.0,0,0,0
2021-02-04,Velachery,0.0,0.0,0,0,0
2021-02-05,Velachery,0.0,0.0,0,0,0
2021-02-06,Velachery,0.0,0.0,0,0,0
2021-02-07,Velachery,0.0,0.0,0,0,0
2021-02-08,Velachery,0.0,0.0,0,0,0
2021-02-09,Velachery,0.0,0.0,0,0,0
2021-02-10,Velachery,0.0,0.0,0,0,0
2021-02-11,Velachery,0.0,0.0,0,0,0
2021-02-12,Velachery,0.0,0.0,0,0,0
2021-02-13,Velachery,0.0,0.0,0,0,0
2021-02-14,Velachery,0.0,0.0,0,0,0
2021-02-15,Velachery,0.0,0.0,0,0,0
2021-02-16,Velachery,0.0,0.0,0,0,0
2021-02-17,Velachery,0.0,0.0,0,0,0
2021-02-18,Velachery,0.0,0.0,0,0,0
2021-02-19,Velachery,0.0,0.0,0,0,0
2021-02-20,Velachery,0.0,0.0,0,0,0
2021-02-21,Velachery,0.0,0.0,0,0,0
2021-02-22,Velachery,0.0,0.0,0,0,0
2021-02-23,Velachery,0.0,0.0,0,0,0
2021-02-24,Velachery,0.0,0.0,0,0,0
2021-02-25,Velachery,0.0,0.0,0,0,0
2021-02-26,Velachery,0.0,0.0,0,0,0
2021-02-27,Velachery,0.0,0.0,0,0,0
2021-02-28,Velachery,0.0,0.0,0,0,0
2021-03-01,Velachery,0.0,0.0,0,0,0
2021-03-02,Velachery,0.0,0.0,0,0,0
2021-03-03,Velachery,0.0,0.0,0,0,0
2021-03-04,Velachery,0.0,0.0,0,0,0
2021-03-05,Velachery,0.0,0.0,0,0,0
2021-03-06,Velachery,0.0,0.0,0,0,0
2021-03-07,Velachery,0.0,0.0,0,0,0
2021-03-08,Velachery,0.0,0.0,0,0,0
2021-03-09,Velachery,0.0,0.0,0,0,0
2021-03-10,Velachery,0.0,0.0,0,0,0
2021-03-11,Velachery,0.0,0.0,0,0,0
2021-03-12,Velachery,0.0,0.0,0,0,0
2021-03-13,Velachery,0.0,0.0,0,0,0
2021-03-14,Velachery,0.0,0.0,0,0,0
2021-03-15,Velachery,0.0,0.0,0,0,0
2021-03-16,Velachery,0.0,0.0,0,0,0
2021-03-17,Velachery,0.0,0.0,0,0,0
2021-03-18,Velachery,0.0,0.0,0,0,0
2021-03-19,Velachery,0.0,0.0,0,0,0
2021-03-20,Velachery,0.0,0.0,0,0,0
2021-03-21,Velachery,0.0,0.0,0,0,0
2021-03-22,Velachery,0.0,0.0,0,0,0
2021-03-23,Velachery,0.0,0.0,0,0,0
2021-03-24,Velachery,0.0,0.0,0,0,0
2021-03-25,Velachery,0.0,0.0,0,0,0
2021-03-26,Velachery,0.0,0.0,0,0,0
2021-03-27,Velachery,0.0,0.0,0,0,0
2021-03-28,Velachery,0.0,0.0,0,0,0
2021-03-29,Velachery,0.0,0.0,0,0,0
2021-03-30,Velachery,0.0,0.0,0,0,0
2021-03-31,Velachery,0.0,0.0,0,0,0
2021-04-01,Velachery,0.0,0.0,0,0,0
2021-04-02,Velachery,0.0,0.0,0,0,0
2021-04-03,Velachery,0.0,0.0,0,0,0
2021-04-04,Velachery,0.0,0.0,0,0,0
2021-04-05,Velachery,0.0,0.0,0,0,0
2021-04-06,Velachery,0.0,0.0,0,0,0
2021-04-07,Velachery,0.0,0.0,0,0,0
2021-04-08,Velachery,0.0,0.0,0,0,0
2021-04-09,Velachery,0.0,0.0,0,0,0
2021-04-10,Velachery,0.0,0.0,0,0,0
2021-04-11,Velachery,0.0,0.0,0,0,0
2021-04-12,Velachery,0.0,0.0,0,0,0
2021-04-13,Velachery,0.0,0.0,0,0,0
2021-04-14,Velachery,0.0,0.0,0,0,0
2021-04-15,Velachery,0.0,0.0,0,0,0
2021-04-16,Velachery,0.0,0.0,0,0,0
2021-04-17,Velachery,0.0,0.0,0,0,0
2021-04-18,Velachery,0.0,0.0,0,0,0
2021-04-19,Velachery,0.0,0.0,0,0,0
2021-04-20,Velachery,0.0,0.0,0,0,0
2021-04-21,Velachery,0.0,0.0,0,0,0
2021-04-22,Velachery,0.0,0.0,0,0,0
2021-04-23,Velachery,0.0,0.0,0,0,0
2021-04-24,Velachery,0.0,0.0,0,0,0
2021-04-25,Velachery,0.0,0.0,0,0,0
2021-04-26,Velachery,0.0,0.0,0,0,0
2021-04-27,Velachery,0.0,0.0,0,0,0
2021-04-28,Velachery,0.0,0.0,0,0,0
2021-04-29,Velachery,0.0,0.0,0,0,0
2021-04-30,Velachery,0.0,0.0,0,0,0
2021-05-01,Velachery,0.0,0.0,0,0,0
2021-05-02,Velachery,0.0,0.0,0,0,0
2021-05-03,Velachery,0.0,0.0,0,0,0
2021-05-04,Velachery,0.0,0.0,0,0,0
2021-05-05,Velachery,0.0,0.0,0,0,0
2021-05-06,Velachery,0.0,0.0,0,0,0
2021-05-07,Velachery,0.0,0.0,0,0,0
2021-05-08,Velachery,0.0,0.0,0,0,0
2021-05-09,Velachery,0.0,0.0,0,0,0
2021-05-10,Velachery,0.0,0.0,1,0,0
2021-05-11,Velachery,0.0,0.0,0,0,0
2021-05-12,Velachery,0.0,0.0,0,0,0
2021-05-13,Velachery,0.0,0.0,0,0,0
2021-05-14,Velachery,0.0,0.0,0,0,0
2021-05-15,Velachery,0.0,0.0,0,0,0
2021-05-16,Velachery,0.0,0.0,0,0,0
2021-05-17,Velachery,0.0,0.0,0,0,0
2021-05-18,Velachery,0.0,0.0,0,0,0
2021-05-19,Velachery,0.0,0.0,0,0,0
2021-05-20,Velachery,0.0,0.0,0,0,0
2021-05-21,Velachery,0.0,0.0,0,0,0
2021-05-22,Velachery,0.0,0.0,0,0,0
2021-05-23,Velachery,0.0,0.0,0,0,0
2021-05-24,Velachery,0.0,0.0,1,0,0
2021-05-25,Velachery,0.0,0.0,0,0,0
2021-05-26,Velachery,0.0,0.0,1,0,0
2021-05-27,Velachery,0.0,0.0,0,0,0
2021-05-28,Velachery,0.0,0.0,0,0,0
2021-05-29,Velachery,0.0,0.0,0,0,0
2021-05-30,Velachery,0.0,0.0,0,0,0
2021-05-31,Velachery,0.0,0.0,0,0,0
2021-06-01,Velachery,0.0,0.0,0,0,0
2021-06-02,Velachery,0.0,0.0,0,0,0
2021-06-03,Velachery,0.0,0.0,0,0,0
2021-06-04,Velachery,0.0,0.0,0,0,0
2021-06-05,Velachery,0.0,0.0,0,0,0
2021-06-06,Velachery,0.0,0.0,0,0,0
2021-06-07,Velachery,0.0,0.0,0,0,0
2021-06-08,Velachery,0.0,0.0,0,0,0
2021-06-09,Velachery,0.0,0.0,0,0,0
2021-06-10,Velachery,0.0,0.0,0,0,0
2021-06-11,Velachery,0.0,0.0,1,0,0
2021-06-12,Velachery,0.0,0.0,0,0,0
2021-06-13,Velachery,0.0,0.0,0,0,0
2021-06-14,Velachery,0.0,0.0,0,0,0
2021-06-15,Velachery,0.0,0.0,0,0,0
2021-06-16,Velachery,0.0,0.0,0,0,0
2021-06-17,Velachery,0.0,0.0,0,0,0
2021-06-18,Velachery,0.0,0.0,0,0,0
2021-06-19,Velachery,0.0,0.0,0,0,0
2021-06-20,Velachery,0.0,0.0,0,0,0
2021-06-21,Velachery,0.0,0.0,0,0,0
2021-06-22,Velachery,0.0,0.0,0,0,0
2021-06-23,Velachery,0.0,0.0,0,0,0
2021-06-24,Velachery,0.0,0.0,0,0,0
2021-06-25,Velachery,0.0,0.0,0,0,0
2021-06-26,Velachery,0.0,0.0,0,0,0
2021-06-27,Velachery,0.0,0.0,0,0,0
2021-06-28,Velachery,0.0,0.0,0,0,0
2021-06-29,Velachery,0.0,0.0,0,0,0
2021-06-30,Velachery,0.0,0.0,0,0,0
2021-07-01,Velachery,0.0,0.0,0,0,0
2021-07-02,Velachery,0.0,0.0,0,0,0
2021-07-03,Velachery,0.0,0.0,0,0,0
2021-07-04,Velachery,0.0,0.0,0,0,0
2021-07-05,Velachery,0.0,0.0,0,0,0
2021-07-06,Velachery,0.0,0.0,0,0,0
2021-07-07,Velachery,0.0,0.0,0,0,0
2021-07-08,Velachery,0.0,0.0,0,0,0
2021-07-09,Velachery,0.0,0.0,0,0,0
2021-07-10,Velachery,0.0,0.0,0,0,0
2021-07-11,Velachery,0.0,0.0,0,0,0
2021-07-12,Velachery,0.0,0.0,0,0,0
2021-07-13,Velachery,0.0,0.0,0,0,0
2021-07-14,Velachery,0.0,0.0,0,0,0
2021-07-15,Velachery,0.0,0.0,0,0,0
2021-07-16,Velachery,0.0,0.0,0,0,0
2021-07-17,Velachery,0.0,0.0,0,0,0
2021-07-18,Velachery,0.0,0.0,0,0,0
2021-07-19,Velachery,0.0,0.0,0,0,0
2021-07-20,Velachery,0.0,0.0,0,0,0
2021-07-21,Velachery,0.0,0.0,0,0,0
2021-07-22,Velachery,0.0,0.0,0,0,0
2021-07-23,Velachery,0.0,0.0,0,0,0
2021-07-24,Velachery,0.0,0.0,0,0,0
2021-07-25,Velachery,0.0,0.0,0,0,0
2021-07-26,Velachery,0.0,0.0,0,0,0
2021-07-27,Velachery,0.0,0.0,0,0,0
2021-07-28,Velachery,0.0,0.0,0,0,0
2021-07-29,Velachery,0.0,0.0,0,0,0
2021-07-30,Velachery,0.0,0.0,0,0,0
2021-07-31,Velachery,0.0,0.0,0,0,0
2021-08-01,Velachery,0.0,0.0,0,0,0
2021-08-02,Velachery,0.0,0.0,0,0,0
2021-08-03,Velachery,0.0,0.0,0,0,0
2021-08-04,Velachery,0.0,0.0,0,0,0
2021-08-05,Velachery,0.0,0.0,0,0,0
2021-08-06,Velachery,0.0,0.0,0,0,0
2021-08-07,Velachery,0.0,0.0,0,0,0
2021-08-08,Velachery,0.0,0.0,0,0,0
2021-08-09,Velachery,0.0,0.0,0,0,0
2021-08-10,Velachery,0.0,0.0,0,0,0
2021-08-11,Velachery,0.0,0.0,0,0,0
2021-08-12,Velachery,0.0,0.0,0,0,0
2021-08-13,Velachery,0.0,0.0,0,0,0
2021-08-14,Velachery,0.0,0.0,0,0,0
2021-08-15,Velachery,0.0,0.0,0,0,0
2021-08-16,Velachery,0.0,0.0,0,0,0
2021-08-17,Velachery,0.0,0.0,0,0,0
2021-08-18,Velachery,0.0,0.0,0,0,0
2021-08-19,Velachery,0.0,0.0,0,0,0
2021-08-20,Velachery,0.0,0.0,0,0,0
2021-08-21,Velachery,0.0,0.0,0,0,0
2021-08-22,Velachery,0.0,0.0,0,0,0
2021-08-23,Velachery,0.0,0.0,0,0,0
2021-08-24,Velachery,0.0,0.0,0,0,0
2021-08-25,Velachery,0.0,0.0,0,0,0
2021-08-26,Velachery,0.0,0.0,0,0,0
2021-08-27,Velachery,0.0,0.0,0,0,0
2021-08-28,Velachery,0.0,0.0,0,0,0
2021-08-29,Velachery,0.0,0.0,0,0,0
2021-08-30,Velachery,0.0,0.0,1,0,0
2021-08-31,Velachery,0.0,0.0,0,0,0
2021-09-01,Velachery,0.0,0.0,0,0,0
2021-09-02,Velachery,0.0,0.0,0,0,0
2021-09-03,Velachery,0.0,0.0,0,0,0
2021-09-04,Velachery,0.0,0.0,0,0,0
2021-09-05,Velachery,0.0,0.0,0,0,0
2021-09-06,Velachery,0.0,0.0,0,0,0
2021-09-07,Velachery,0.0,0.0,0,0,0
2021-09-08,Velachery,0.0,0.0,0,0,0
2021-09-09,Velachery,0.0,0.0,0,0,0
2021-09-10,Velachery,0.0,0.0,0,0,0
2021-09-11,Velachery,0.0,0.0,0,0,0
2021-09-12,Velachery,0.0,0.0,0,0,0
2021-09-13,Velachery,0.0,0.0,0,0,0
2021-09-14,Velachery,0.0,0.0,0,0,0
2021-09-15,Velachery,0.0,0.0,0,0,0
2021-09-16,Velachery,0.0,0.0,0,0,0
2021-09-17,Velachery,0.0,0.0,0,0,0
2021-09-18,Velachery,0.0,0.0,0,0,0
2021-09-19,Velachery,0.0,0.0,0,0,0
2021-09-20,Velachery,0.0,0.0,0,0,0
2021-09-21,Velachery,0.0,0.0,0,0,0
2021-09-22,Velachery,0.0,0.0,0,0,0
2021-09-23,Velachery,0.0,0.0,0,0,0
2021-09-24,Velachery,0.0,0.0,0,0,0
2021-09-25,Velachery,0.0,0.0,0,0,0
2021-09-26,Velachery,0.0,0.0,0,0,0
2021-09-27,Velachery,0.0,0.0,0,0,0
2021-09-28,Velachery,0.0,0.0,0,0,0
2021-09-29,Velachery,0.0,0.0,0,0,0
2021-09-30,Velachery,0.0,0.0,0,0,0
2021-10-01,Velachery,0.0,0.0,0,0,0
2021-10-02,Velachery,0.0,0.0,0,0,0
2021-10-03,Velachery,0.0,0.0,0,0,0
2021-10-04,Velachery,0.0,0.0,0,0,0
2021-10-05,Velachery,0.0,0.0,0,0,0
2021-10-06,Velachery,0.0,0.0,0,0,0
2021-10-07,Velachery,0.0,0.0,0,0,0
2021-10-08,Velachery,0.0,0.0,0,0,0
2021-10-09,Velachery,0.0,0.0,0,0,0
2021-10-10,Velachery,0.0,0.0,0,0,0
2021-10-11,Velachery,0.0,0.0,0,0,0
2021-10-12,Velachery,0.0,0.0,0,0,0
2021-10-13,Velachery,0.0,0.0,0,0,0
2021-10-14,Velachery,0.0,0.0,0,0,0
2021-10-15,Velachery,0.0,0.0,0,0,0
2021-10-16,Velachery,0.0,0.0,0,0,0
2021-10-17,Velachery,0.0,0.0,0,0,0
2021-10-18,Velachery,0.0,0.0,0,0,0
2021-10-19,Velachery,0.0,0.0,0,0,0
2021-10-20,Velachery,0.0,0.0,0,0,0
2021-10-21,Velachery,0.0,0.0,0,0,0
2021-10-22,Velachery,0.0,0.0,0,0,0
2021-10-23,Velachery,0.0,0.0,0,0,0
2021-10-24,Velachery,0.0,0.0,0,0,0
2021-10-25,Velachery,0.0,0.0,0,0,0
2021-10-26,Velachery,0.0,0.0,0,0,0
2021-10-27,Velachery,0.0,0.0,0,0,0
2021-10-28,Velachery,0.0,0.0,0,0,0
2021-10-29,Velachery,0.0,0.0,0,0,0
2021-10-30,Velachery,0.0,0.0,0,0,0
2021-10-31,Velachery,0.0,0.0,0,0,0
2021-11-01,Velachery,0.0,0.0,0,0,0
2021-11-02,Velachery,0.0,0.0,0,0,0
2021-11-03,Velachery,0.0,0.0,0,0,0
2021-11-04,Velachery,0.0,0.0,0,0,0
2021-11-05,Velachery,0.0,0.0,0,0,0
2021-11-06,Velachery,0.0,0.0,0,0,0
2021-11-07,Velachery,0.0,0.0,0,0,0
2021-11-08,Velachery,0.0,0.0,0,0,0
2021-11-09,Velachery,0.0,0.0,0,0,0
2021-11-10,Velachery,0.0,0.0,0,0,0
2021-11-11,Velachery,0.0,0.0,0,0,0
2021-11-12,Velachery,0.0,0.0,0,0,0
2021-11-13,Velachery,0.0,0.0,0,0,0
2021-11-14,Velachery,0.0,0.0,0,0,0
2021-11-15,Velachery,0.0,0.0,0,0,0
2021-11-16,Velachery,0.0,0.0,0,0,0
2021-11-17,Velachery,0.0,0.0,0,0,0
2021-11-18,Velachery,0.0,0.0,0,0,0
2021-11-19,Velachery,0.0,0.0,0,0,0
2021-11-20,Velachery,0.0,0.0,0,0,0
2021-11-21,Velachery,0.0,0.0,0,0,0
2021-11-22,Velachery,0.0,0.0,0,0,0
2021-11-23,Velachery,0.0,0.0,0,0,0
2021-11-24,Velachery,0.0,0.0,0,0,0
2021-11-25,Velachery,0.0,0.0,0,0,0
2021-11-26,Velachery,0.0,0.0,0,0,0
2021-11-27,Velachery,0.0,0.0,0,0,0
2021-11-28,Velachery,0.0,0.0,0,0,0
2021-11-29,Velachery,0.0,0.0,0,0,0
2021-11-30,Velachery,0.0,0.0,0,0,0
2021-12-01,Velachery,0.0,0.0,0,0,0
2021-12-02,Velachery,0.0,0.0,0,0,0
2021-12-03,Velachery,0.0,0.0,0,0,0
2021-12-04,Velachery,0.0,0.0,0,0,0
2021-12-05,Velachery,1.0,1.0,0,1,1
2021-12-06,Velachery,0.0,1.0,0,0,0
2021-12-07,Velachery,0.0,1.0,0,0,0
2021-12-08,Velachery,0.0,1.0,0,0,0
2021-12-09,Velachery,0.0,1.0,0,0,0
2021-12-10,Velachery,0.0,1.0,0,0,0
2021-12-11,Velachery,0.0,1.0,0,0,0
2021-12-12,Velachery,0.0,0.0,0,0,0
2021-12-13,Velachery,0.0,0.0,0,0,0
2021-12-14,Velachery,1.0,1.0,0,1,0
2021-12-15,Velachery,0.0,1.0,0,0,0
2021-12-16,Velachery,0.0,1.0,0,0,0
2021-12-17,Velachery,0.0,1.0,0,0,0
2021-12-18,Velachery,0.0,1.0,0,0,0
2021-12-19,Velachery,0.0,1.0,0,0,0
2021-12-20,Velachery,0.0,1.0,0,0,0
2021-12-21,Velachery,0.0,0.0,0,0,0
2021-12-22,Velachery,0.0,0.0,0,0,0
2021-12-23,Velachery,0.0,0.0,0,0,0
2021-12-24,Velachery,0.0,0.0,0,0,0
2021-12-25,Velachery,0.0,0.0,0,0,0
2021-12-26,Velachery,0.0,0.0,0,0,0
2021-12-27,Velachery,0.0,0.0,0,0,0
2021-12-28,Velachery,0.0,0.0,0,0,0
2021-12-29,Velachery,0.0,0.0,0,0,0
2021-12-30,Velachery,0.0,0.0,0,0,0
2021-12-31,Velachery,0.0,0.0,0,0,0
2022-01-01,Velachery,0.0,0.0,0,0,0
2022-01-02,Velachery,0.0,0.0,0,0,0
2022-01-03,Velachery,0.0,0.0,0,0,0
2022-01-04,Velachery,0.0,0.0,1,0,0
2022-01-05,Velachery,0.0,0.0,0,0,0
2022-01-06,Velachery,0.0,0.0,0,0,0
2022-01-07,Velachery,0.0,0.0,0,0,0
2022-01-08,Velachery,0.0,0.0,0,0,0
2022-01-09,Velachery,0.0,0.0,0,0,0
2022-01-10,Velachery,0.0,0.0,0,0,0
2022-01-11,Velachery,0.0,0.0,0,0,0
2022-01-12,Velachery,0.0,0.0,0,0,0
2022-01-13,Velachery,0.0,0.0,0,0,0
2022-01-14,Velachery,0.0,0.0,0,0,0
2022-01-15,Velachery,0.0,0.0,0,0,0
2022-01-16,Velachery,0.0,0.0,0,0,0
2022-01-17,Velachery,0.0,0.0,0,0,0
2022-01-18,Velachery,0.0,0.0,0,0,0
2022-01-19,Velachery,0.0,0.0,0,0,0
2022-01-20,Velachery,0.0,0.0,0,0,0
2022-01-21,Velachery,0.0,0.0,0,0,0
2022-01-22,Velachery,0.0,0.0,0,0,0
2022-01-23,Velachery,0.0,0.0,0,0,0
2022-01-24,Velachery,0.0,0.0,0,0,0
2022-01-25,Velachery,0.0,0.0,0,0,0
2022-01-26,Velachery,0.0,0.0,0,0,0
2022-01-27,Velachery,0.0,0.0,0,0,0
2022-01-28,Velachery,0.0,0.0,0,0,0
2022-01-29,Velachery,0.0,0.0,0,0,0
2022-01-30,Velachery,0.0,0.0,0,0,0
2022-01-31,Velachery,0.0,0.0,0,0,0
2022-02-01,Velachery,0.0,0.0,0,0,0
2022-02-02,Velachery,0.0,0.0,0,0,0
2022-02-03,Velachery,0.0,0.0,0,0,0
2022-02-04,Velachery,0.0,0.0,0,0,0
2022-02-05,Velachery,0.0,0.0,0,0,0
2022-02-06,Velachery,0.0,0.0,0,0,0
2022-02-07,Velachery,0.0,0.0,0,0,0
2022-02-08,Velachery,0.0,0.0,0,0,0
2022-02-09,Velachery,0.0,0.0,0,0,0
2022-02-10,Velachery,0.0,0.0,0,0,0
2022-02-11,Velachery,0.0,0.0,0,0,0
2022-02-12,Velachery,0.0,0.0,0,0,0
2022-02-13,Velachery,0.0,0.0,0,0,0
2022-02-14,Velachery,0.0,0.0,0,0,0
2022-02-15,Velachery,0.0,0.0,0,0,0
2022-02-16,Velachery,0.0,0.0,0,0,0
2022-02-17,Velachery,0.0,0.0,0,0,0
2022-02-18,Velachery,0.0,0.0,0,0,0
2022-02-19,Velachery,0.0,0.0,0,0,0
2022-02-20,Velachery,0.0,0.0,0,0,0
2022-02-21,Velachery,0.0,0.0,0,0,0
2022-02-22,Velachery,0.0,0.0,0,0,0
2022-02-23,Velachery,0.0,0.0,0,0,0
2022-02-24,Velachery,0.0,0.0,0,0,0
2022-02-25,Velachery,0.0,0.0,1,0,0
2022-02-26,Velachery,0.0,0.0,0,0,0
2022-02-27,Velachery,0.0,0.0,0,0,0
2022-02-28,Velachery,0.0,0.0,0,0,0
2022-03-01,Velachery,0.0,0.0,0,0,0
2022-03-02,Velachery,0.0,0.0,0,0,0
2022-03-03,Velachery,0.0,0.0,0,0,0
2022-03-04,Velachery,0.0,0.0,0,0,0
2022-03-05,Velachery,0.0,0.0,0,0,0
