claim_id,worker_id,zone,claim_date,claim_hour,has_real_disruption,is_fraudster,is_fraud,gps_zone_mismatch,wifi_home_ssid,battery_charging,accelerometer_idle,platform_app_inactive,ip_home_match,claim_latency_under30s,gps_jitter_perfect,barometer_mismatch,hw_fingerprint_match,app_install_cluster,days_since_onboard,referral_depth,simultaneous_zone_claims,zone_depth_score,fps_score,fps_tier,iss_score,city
CLM0006318,CHE_06290,Tambaram,2022-05-08,11,0,0,0,0,0,0,0,0,0,0.0,0.183082,0,0.0,0,420,3,0,0.6292,0.0011,GREEN,37,Chennai
CLM0006319,CHE_04369,Velachery,2022-10-27,10,0,0,0,0,0,0,1,0,0,0.0,0.397774,0,0.0,0,281,1,3,0.5323,0.0673,GREEN,47,Chennai
CLM0006320,CHE_06514,Anna Nagar,2023-02-20,8,0,0,0,0,0,0,0,0,0,1.0,0.31127,0,0.0,0,52,2,4,0.0879,0.1267,GREEN,46,Chennai
CLM0006321,CHE_06825,Porur,2022-10-30,12,0,0,0,0,0,0,0,0,0,0.0,0.322175,0,0.0,0,225,2,0,0.9499,0.0304,GREEN,42,Chennai
CLM0006322,CHE_09363,Velachery,2024-04-22,15,0,0,0,0,0,1,0,0,0,0.0,0.137075,0,0.0,0,88,2,0,0.5529,0.2578,GREEN,38,Chennai
CLM0006323,CHE_05855,Perambur,2024-04-11,14,0,0,0,0,0,0,0,0,0,0.0,0.270659,0,0.0,0,415,0,3,0.8109,0.0,GREEN,46,Chennai
CLM0006324,CHE_04804,T Nagar,2023-06-19,21,0,0,0,0,0,0,1,0,0,0.0,0.236896,0,0.0,0,109,4,4,0.9017,0.071,GREEN,23,Chennai
CLM0006325,CHE_00238,Perambur,2022-04-03,20,0,0,0,0,0,0,0,0,0,0.0,0.270587,0,0.0,0,420,0,5,0.8572,0.0,GREEN,43,Chennai
CLM0006326,CHE_01407,Guindy,2024-09-17,9,0,0,0,0,0,0,0,0,0,0.0,0.370009,0,0.0,0,206,4,4,0.05,0.0,GREEN,39,Chennai
CLM0006327,CHE_02869,Tambaram,2022-06-20,21,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,353,0,5,0.8565,0.055,GREEN,40,Chennai
CLM0006328,CHE_06921,Chromepet,2025-08-05,7,0,1,1,0,0,0,0,0,0,0.0,0.066523,0,0.0,0,65,2,3,0.836,0.0477,GREEN,18,Chennai
CLM0006329,CHE_00689,Perambur,2024-09-15,7,0,0,0,0,0,0,0,0,0,0.0,0.326899,0,0.0,0,316,0,1,0.4619,0.0383,GREEN,35,Chennai
CLM0006330,CHE_08279,Anna Nagar,2025-04-03,15,0,0,0,1,0,0,1,0,0,0.0,0.158779,1,0.0,0,130,0,4,0.2617,0.3079,GREEN,43,Chennai
CLM0006331,CHE_04306,T Nagar,2025-01-10,20,0,0,0,0,0,0,0,0,0,0.0,0.307539,0,0.0,0,86,0,2,0.9631,0.0,GREEN,32,Chennai
CLM0006332,CHE_05675,Perambur,2025-02-12,20,0,0,0,1,0,0,0,0,0,0.0,0.239424,0,0.0,0,401,0,4,0.5749,0.1092,GREEN,18,Chennai
CLM0006333,CHE_02999,Perambur,2024-12-08,21,0,0,0,0,0,0,0,0,0,0.0,0.380532,0,0.0,0,394,4,4,0.9263,0.0,GREEN,44,Chennai
CLM0006334,CHE_09087,Sholinganallur,2021-01-01,20,0,0,0,0,0,1,1,1,1,0.0,0.270651,0,1.0,0,40,4,18,0.3654,0.0696,GREEN,36,Chennai
CLM0006335,CHE_04477,Velachery,2023-12-08,19,0,0,0,0,0,0,0,0,0,1.0,0.148024,0,0.0,0,5,2,3,0.9387,0.1707,GREEN,37,Chennai
CLM0006336,CHE_03069,Anna Nagar,2022-02-11,16,0,0,0,0,0,0,0,0,0,0.0,1.0,0,0.0,0,239,1,2,0.5644,0.0,GREEN,27,Chennai
CLM0006337,CHE_04702,Adyar,2024-08-31,17,0,0,0,0,0,0,0,0,0,0.0,0.237072,0,0.0,0,277,1,4,0.627,0.0,GREEN,48,Chennai
CLM0006338,CHE_00535,Porur,2025-01-23,13,0,0,0,0,0,0,0,0,0,0.0,0.28076,0,0.0,0,161,0,0,0.62,0.0336,GREEN,24,Chennai
CLM0006339,CHE_04028,Perambur,2021-05-13,16,0,0,0,0,0,0,0,0,0,0.0,0.114747,0,0.0,0,18,0,1,0.734,0.0,GREEN,50,Chennai
CLM0006340,CHE_03972,Velachery,2024-09-03,7,0,0,0,0,0,1,0,0,0,0.0,1.0,0,1.0,0,118,3,5,0.1679,0.0434,GREEN,35,Chennai
CLM0006341,CHE_08796,T Nagar,2023-11-25,16,0,0,0,0,0,0,0,0,0,0.0,0.461395,0,0.0,0,146,3,0,0.7635,0.0145,GREEN,39,Chennai
CLM0006342,CHE_08686,Porur,2025-08-24,16,0,0,0,1,1,1,0,1,0,0.0,0.126164,1,0.0,0,5,2,18,0.98,0.0,GREEN,44,Chennai
CLM0006343,CHE_02657,Adyar,2025-10-24,21,0,0,0,0,0,0,0,0,0,0.0,0.383871,0,1.0,0,119,2,2,0.9647,0.0146,GREEN,26,Chennai
CLM0006344,CHE_03048,T Nagar,2025-05-27,13,0,0,0,0,0,0,0,0,0,0.0,1.0,0,0.0,0,332,1,4,0.4962,0.0,GREEN,22,Chennai
CLM0006345,CHE_06385,Chromepet,2023-12-30,12,0,0,0,0,0,0,0,0,0,0.0,0.226283,0,0.0,0,139,0,2,0.2088,0.0,GREEN,37,Chennai
CLM0006346,CHE_07539,Chromepet,2024-11-08,17,0,0,0,0,0,0,0,0,0,0.0,0.988205,0,0.0,0,22,4,4,0.7601,0.0681,GREEN,45,Chennai
CLM0006347,CHE_08775,Porur,2019-12-04,8,0,0,0,0,0,1,1,1,1,1.0,0.320399,0,0.0,0,5,3,18,0.98,0.0037,GREEN,40,Chennai
CLM0006348,CHE_04088,Velachery,2020-10-20,20,0,0,0,0,0,0,0,0,0,0.0,0.351963,0,0.0,0,309,1,4,0.772,0.0,GREEN,26,Chennai
CLM0006349,CHE_09464,Velachery,2022-03-19,16,0,0,0,0,0,0,0,0,0,0.0,0.202891,0,0.0,0,270,0,3,0.9561,0.1892,GREEN,34,Chennai
CLM0006350,CHE_09679,Tambaram,2023-01-31,20,0,0,0,0,0,0,0,0,0,1.0,0.049115,1,0.0,1,346,1,0,0.1573,0.2368,GREEN,45,Chennai
CLM0006351,CHE_06282,Guindy,2024-12-01,18,0,0,0,0,0,0,0,0,0,0.0,0.35396,0,0.0,0,229,2,4,0.98,0.0373,GREEN,31,Chennai
CLM0006352,CHE_01739,Adyar,2022-01-23,12,0,0,0,0,0,0,0,0,0,1.0,0.121857,0,0.0,0,420,1,3,0.98,0.0291,GREEN,44,Chennai
CLM0006353,CHE_09451,T Nagar,2023-12-10,7,0,0,0,0,0,0,1,0,0,0.0,1.0,0,0.0,0,111,4,6,0.7148,0.0327,GREEN,46,Chennai
CLM0006354,CHE_02740,Guindy,2022-04-23,15,0,0,0,0,0,0,0,0,1,0.0,0.163635,0,0.0,0,200,4,0,0.8855,0.2446,GREEN,28,Chennai
CLM0006355,CHE_09358,Adyar,2023-11-03,18,0,0,0,0,0,0,0,0,0,0.0,0.301389,0,0.0,0,420,2,0,0.5244,0.0,GREEN,20,Chennai
CLM0006356,CHE_04638,Perambur,2019-07-30,14,0,0,0,0,0,1,0,0,0,0.0,0.29484,0,0.0,0,143,2,0,0.8796,0.0,GREEN,29,Chennai
CLM0006357,CHE_06740,Perambur,2022-04-10,8,0,0,0,0,0,0,0,0,0,0.0,0.279037,0,0.0,0,227,3,3,0.8523,0.0185,GREEN,43,Chennai
CLM0006358,CHE_06921,Chromepet,2022-07-26,13,0,0,0,0,0,0,0,0,0,1.0,0.01743,0,0.0,0,420,3,4,0.098,0.0614,GREEN,18,Chennai
CLM0006359,CHE_00916,Perambur,2025-04-21,10,0,0,0,1,0,0,0,1,0,1.0,0.953407,0,1.0,0,32,1,6,0.2259,0.2777,GREEN,32,Chennai
CLM0006360,CHE_00017,Porur,2022-09-25,15,0,0,0,1,1,1,1,1,0,0.0,0.21604,0,1.0,0,5,3,18,0.1087,0.0902,GREEN,43,Chennai
CLM0006361,CHE_00656,Porur,2022-11-11,18,0,0,0,0,0,0,0,0,0,0.0,0.334435,0,0.0,0,79,1,2,0.625,0.0,GREEN,20,Chennai
CLM0006362,CHE_08563,Velachery,2025-05-16,8,0,0,0,0,0,0,0,0,0,0.0,0.962584,0,0.0,0,122,2,0,0.98,0.0,GREEN,54,Chennai
CLM0006363,CHE_00960,Perambur,2025-04-19,13,0,0,0,0,0,0,0,0,0,0.0,0.134639,0,0.0,0,420,2,4,0.8864,0.1265,GREEN,46,Chennai
CLM0006364,CHE_06514,Anna Nagar,2023-02-13,15,0,0,0,0,0,0,0,0,0,0.0,0.172297,0,0.0,1,336,0,2,0.772,0.0318,GREEN,46,Chennai
CLM0006365,CHE_06506,Chromepet,2019-01-25,13,0,0,0,0,0,1,0,1,0,0.0,0.0,0,0.0,0,49,0,2,0.736,0.1308,GREEN,20,Chennai
CLM0006366,CHE_05364,Tambaram,2024-05-16,21,0,0,0,0,0,0,0,0,0,0.0,0.067207,0,0.0,0,351,4,0,0.05,0.051,GREEN,35,Chennai
CLM0006367,CHE_04838,Adyar,2019-10-09,17,0,0,0,0,0,0,0,0,0,1.0,0.093547,0,0.0,0,288,3,5,0.9678,0.141,GREEN,30,Chennai
CLM0006368,CHE_05367,Adyar,2019-11-28,12,0,0,0,0,0,0,0,0,0,1.0,0.181926,0,0.0,0,247,3,4,0.6064,0.0805,GREEN,49,Chennai
CLM0006369,CHE_09077,T Nagar,2023-09-30,8,0,0,0,0,0,0,0,0,0,1.0,0.109987,0,0.0,0,264,4,5,0.6954,0.0117,GREEN,53,Chennai
CLM0006370,CHE_08166,T Nagar,2025-04-09,11,0,0,0,0,0,0,0,0,0,0.0,0.279912,0,0.0,0,79,0,0,0.98,0.0133,GREEN,42,Chennai
CLM0006371,CHE_00277,Perambur,2020-02-20,15,0,0,0,0,0,1,0,0,0,1.0,0.359301,0,1.0,0,166,4,0,0.5118,0.1025,GREEN,41,Chennai
CLM0006372,CHE_08984,Tambaram,2022-06-02,16,0,0,0,0,0,1,0,0,0,0.0,0.077138,0,0.0,0,420,2,1,0.4716,0.0,GREEN,47,Chennai
CLM0006373,CHE_05996,Chromepet,2022-02-23,18,0,0,0,0,0,0,0,0,1,0.0,0.317768,0,0.0,0,196,1,0,0.789,0.1532,GREEN,32,Chennai
CLM0006374,CHE_02561,Porur,2017-04-17,12,0,0,0,0,0,0,0,0,0,1.0,0.068103,0,0.0,0,145,3,2,0.7747,0.0153,GREEN,29,Chennai
CLM0006375,CHE_08716,Guindy,2023-07-14,16,0,0,0,1,1,0,1,1,0,1.0,0.826066,0,1.0,1,5,4,11,0.98,0.0705,GREEN,55,Chennai
CLM0006376,CHE_02555,Velachery,2024-08-02,19,0,0,0,0,1,0,0,0,0,0.0,0.387676,0,0.0,0,78,3,4,0.98,0.0806,GREEN,42,Chennai
CLM0006377,CHE_03666,Perambur,2024-08-10,13,0,0,0,0,0,0,0,0,0,0.0,0.094103,0,0.0,0,157,3,5,0.6334,0.0,GREEN,39,Chennai
CLM0006378,CHE_07909,Anna Nagar,2025-06-02,8,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0.0,0,79,3,3,0.6656,0.0824,GREEN,40,Chennai
CLM0006379,CHE_05331,Porur,2024-04-08,11,0,0,0,0,0,0,0,0,1,1.0,0.185387,0,0.0,0,420,0,2,0.577,0.2343,GREEN,29,Chennai
CLM0006380,CHE_00230,Anna Nagar,2020-12-22,8,0,0,0,0,0,0,0,0,0,0.0,0.122639,0,0.0,0,259,0,0,0.7564,0.0,GREEN,44,Chennai
CLM0006381,CHE_08580,Sholinganallur,2023-10-04,17,0,0,0,1,0,0,0,0,0,0.0,0.42263,0,0.0,0,420,4,1,0.9172,0.1153,GREEN,42,Chennai
CLM0006382,CHE_08855,Porur,2021-05-01,10,0,0,0,0,0,0,0,0,1,0.0,0.122743,0,0.0,0,133,4,5,0.6462,0.1848,GREEN,47,Chennai
CLM0006383,CHE_05355,T Nagar,2019-11-20,13,0,0,0,0,0,0,0,0,1,0.0,0.121055,0,0.0,0,77,3,0,0.5883,0.161,GREEN,42,Chennai
CLM0006384,CHE_02816,Adyar,2023-03-23,19,0,0,0,0,0,0,0,0,0,1.0,0.466976,0,0.0,0,17,1,3,0.8171,0.019,GREEN,47,Chennai
CLM0006385,CHE_07841,Perambur,2022-05-11,20,0,0,0,0,0,0,1,0,0,1.0,0.012316,0,0.0,0,200,4,4,0.5132,0.0981,GREEN,37,Chennai
CLM0006386,CHE_00178,Anna Nagar,2022-01-03,18,0,0,0,0,0,0,1,0,0,0.0,0.122654,0,0.0,0,349,1,4,0.685,0.0,GREEN,25,Chennai
CLM0006387,CHE_03448,Porur,2018-10-22,19,0,0,0,0,0,0,0,0,1,0.0,1.0,0,0.0,0,416,2,5,0.7349,0.141,GREEN,54,Chennai
CLM0006388,CHE_02654,Guindy,2019-07-09,15,0,0,0,0,0,0,0,0,1,0.0,0.37718,0,0.0,0,73,2,1,0.8547,0.146,GREEN,50,Chennai
CLM0006389,CHE_09904,T Nagar,2020-04-26,14,0,0,0,0,0,0,0,0,0,0.0,0.051336,0,0.0,0,143,4,2,0.05,0.0,GREEN,28,Chennai
CLM0006390,CHE_03995,Porur,2021-05-18,12,0,0,0,0,0,1,0,0,0,0.0,0.038237,0,0.0,0,220,0,3,0.5805,0.0642,GREEN,38,Chennai
CLM0006391,CHE_09413,Tambaram,2021-10-30,11,0,0,0,1,0,0,0,0,0,0.0,0.213015,0,0.0,0,115,1,5,0.6459,0.2922,GREEN,30,Chennai
CLM0006392,CHE_02164,Velachery,2024-05-23,12,0,0,0,0,0,0,0,1,0,0.0,0.35156,0,0.0,0,175,0,1,0.7204,0.0873,GREEN,39,Chennai
CLM0006393,CHE_07280,Porur,2017-09-20,10,0,0,0,0,0,0,0,0,0,0.0,0.093014,0,1.0,0,129,2,3,0.8143,0.0541,GREEN,57,Chennai
CLM0006394,CHE_06943,Porur,2015-10-16,7,0,0,0,0,0,0,0,1,0,0.0,0.371288,0,0.0,0,342,4,1,0.8044,0.0,GREEN,48,Chennai
CLM0006395,CHE_06062,T Nagar,2025-07-29,16,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,150,3,1,0.7013,0.0,GREEN,48,Chennai
CLM0006396,CHE_01850,Anna Nagar,2021-05-22,21,0,0,0,0,0,0,0,0,0,0.0,0.252072,0,0.0,0,286,3,4,0.9686,0.0259,GREEN,25,Chennai
CLM0006397,CHE_00904,Tambaram,2023-02-11,7,0,0,0,0,0,0,0,0,0,0.0,0.342652,1,0.0,0,11,0,1,0.5663,0.0329,GREEN,48,Chennai
CLM0006398,CHE_09646,Sholinganallur,2019-01-17,11,0,0,0,0,0,0,0,0,0,0.0,0.10946,0,0.0,0,14,4,0,0.2942,0.0019,GREEN,24,Chennai
CLM0006399,CHE_07192,Velachery,2023-12-20,17,0,0,0,0,1,1,1,1,0,0.0,0.102901,1,0.0,0,5,1,18,0.9589,0.0,GREEN,49,Chennai
CLM0006400,CHE_03311,Porur,2025-12-20,9,0,0,0,0,0,0,0,0,0,0.0,0.27846,0,0.0,0,420,0,2,0.2566,0.0529,GREEN,34,Chennai
CLM0006401,CHE_01084,Porur,2025-04-09,14,0,0,0,0,0,0,0,0,0,0.0,1.0,0,0.0,0,263,0,0,0.5424,0.0561,GREEN,53,Chennai
CLM0006402,CHE_08983,Tambaram,2019-04-11,17,0,0,0,0,0,0,0,0,0,0.0,1.0,0,0.0,0,121,4,0,0.548,0.0563,GREEN,49,Chennai
CLM0006403,CHE_02055,T Nagar,2022-12-28,16,0,0,0,0,0,0,0,0,1,0.0,0.061992,0,0.0,1,420,1,3,0.2588,0.205,GREEN,47,Chennai
CLM0006404,CHE_04797,Porur,2020-11-21,19,0,0,0,1,0,0,0,0,0,0.0,0.372449,0,0.0,0,95,2,4,0.4581,0.1622,GREEN,21,Chennai
CLM0006405,CHE_02005,T Nagar,2022-08-02,21,0,0,0,0,0,0,0,0,1,0.0,0.179346,0,0.0,0,20,2,1,0.1025,0.2253,GREEN,44,Chennai
CLM0006406,CHE_02470,Chromepet,2016-06-08,14,0,0,0,0,0,0,1,0,0,0.0,0.329822,0,0.0,0,348,1,1,0.8861,0.0932,GREEN,43,Chennai
CLM0006407,CHE_00525,Guindy,2022-10-17,13,0,0,0,0,0,0,0,0,0,0.0,0.059024,0,0.0,0,411,4,1,0.8761,0.0,GREEN,34,Chennai
CLM0006408,CHE_08568,Anna Nagar,2015-07-25,14,0,0,0,0,0,0,0,0,0,0.0,0.419894,0,0.0,0,52,0,0,0.9659,0.0102,GREEN,32,Chennai
CLM0006409,CHE_03691,Perambur,2024-01-17,13,0,0,0,0,0,0,0,0,0,0.0,0.364304,0,0.0,0,160,4,4,0.7156,0.0592,GREEN,49,Chennai
CLM0006410,CHE_08564,Guindy,2017-06-04,12,0,0,0,0,0,0,1,0,0,0.0,0.00381,0,0.0,0,115,3,1,0.9539,0.1284,GREEN,40,Chennai
CLM0006411,CHE_02180,Perambur,2023-07-24,13,0,0,0,0,0,0,1,0,0,0.0,0.014028,0,0.0,0,195,0,1,0.9142,0.0899,GREEN,37,Chennai
CLM0006412,CHE_02038,Adyar,2020-02-25,19,0,0,0,0,0,1,0,0,0,0.0,0.358005,0,0.0,0,420,3,2,0.7298,0.1143,GREEN,23,Chennai
CLM0006413,CHE_01205,Sholinganallur,2024-07-10,20,0,0,0,0,0,0,0,0,0,0.0,0.021627,0,0.0,0,373,4,1,0.7335,0.0019,GREEN,29,Chennai
CLM0006414,CHE_09306,Anna Nagar,2015-11-10,19,0,0,0,0,0,0,0,0,0,0.0,0.091517,0,0.0,0,290,3,0,0.7466,0.0,GREEN,38,Chennai
CLM0006415,CHE_00263,Chromepet,2018-06-05,15,0,0,0,0,0,0,0,0,1,0.0,0.317922,1,0.0,0,166,4,5,0.679,0.2924,GREEN,48,Chennai
CLM0006416,CHE_09205,Sholinganallur,2021-05-22,9,0,1,1,0,0,0,0,0,0,0.0,0.308984,0,0.0,1,321,0,2,0.8485,0.0393,GREEN,34,Chennai
CLM0006417,CHE_07136,Perambur,2021-02-28,21,0,1,1,0,0,0,0,0,0,0.0,0.278211,0,0.0,0,420,0,2,0.7012,0.1407,GREEN,55,Chennai
CLM0006418,CHE_09026,Tambaram,2021-05-21,16,0,0,0,0,0,0,0,0,0,0.0,0.386749,0,0.0,0,420,1,1,0.9657,0.0,GREEN,37,Chennai
CLM0006419,CHE_03905,Tambaram,2022-08-31,8,0,0,0,0,0,1,0,0,0,0.0,0.221486,0,1.0,0,72,3,0,0.9783,0.0884,GREEN,45,Chennai
CLM0006420,CHE_02506,Anna Nagar,2022-09-27,9,0,0,0,0,0,0,0,0,0,0.0,0.368515,0,1.0,0,116,4,5,0.9256,0.0206,GREEN,43,Chennai
CLM0006421,CHE_06270,T Nagar,2021-07-19,14,0,0,0,0,0,0,0,0,1,0.0,0.242204,0,0.0,0,349,2,3,0.0949,0.1274,GREEN,28,Chennai
CLM0006422,CHE_00263,Chromepet,2024-05-23,11,0,0,0,0,0,0,0,0,0,0.0,0.343395,0,0.0,0,54,2,0,0.4698,0.0,GREEN,48,Chennai
CLM0006423,CHE_01897,Porur,2023-11-14,19,0,0,0,0,0,0,0,0,0,0.0,0.221439,0,0.0,0,385,1,2,0.8411,0.0,GREEN,50,Chennai
CLM0006424,CHE_09266,Guindy,2024-02-08,12,0,0,0,0,0,0,0,0,0,0.0,1.0,0,0.0,0,175,1,1,0.4633,0.0008,GREEN,57,Chennai
CLM0006425,CHE_04745,Sholinganallur,2025-09-03,10,0,0,0,0,0,1,0,0,0,0.0,0.395671,0,0.0,0,282,4,5,0.4066,0.0971,GREEN,41,Chennai
CLM0006426,CHE_09029,Porur,2023-08-05,11,0,0,0,0,0,0,0,0,0,0.0,0.234677,0,0.0,0,195,3,2,0.695,0.1154,GREEN,21,Chennai
CLM0006427,CHE_00586,Velachery,2024-05-15,21,0,0,0,0,0,0,0,0,0,0.0,0.263084,0,0.0,0,373,3,1,0.4739,0.0,GREEN,22,Chennai
CLM0006428,CHE_00710,Perambur,2022-05-28,17,0,1,1,0,0,1,0,0,0,0.0,0.148821,0,0.0,0,200,1,5,0.2776,0.0844,GREEN,38,Chennai
CLM0006429,CHE_01990,Velachery,2023-09-19,20,0,0,0,0,0,0,0,1,0,0.0,0.114084,0,0.0,0,411,4,2,0.98,0.0898,GREEN,61,Chennai
CLM0006430,CHE_03034,Anna Nagar,2025-07-13,15,0,0,0,0,0,0,0,0,0,0.0,0.133351,0,0.0,0,410,3,1,0.5567,0.0496,GREEN,35,Chennai
CLM0006431,CHE_02378,Anna Nagar,2021-12-02,8,0,0,0,1,0,0,0,0,0,0.0,0.967164,0,0.0,1,220,2,0,0.6353,0.2294,GREEN,46,Chennai
CLM0006432,CHE_05606,Adyar,2021-06-30,20,0,1,1,0,0,1,0,0,0,1.0,0.146626,0,0.0,0,320,1,4,0.8562,0.2026,GREEN,21,Chennai
CLM0006433,CHE_00627,Guindy,2021-07-20,12,0,0,0,0,0,0,0,0,0,0.0,0.421592,0,0.0,0,98,4,3,0.4766,0.0091,GREEN,34,Chennai
CLM0006434,CHE_03244,Porur,2025-03-29,11,0,0,0,0,0,0,0,0,0,0.0,0.205713,0,0.0,0,185,3,5,0.98,0.0,GREEN,37,Chennai
CLM0006435,CHE_03332,Tambaram,2024-03-23,9,0,0,0,0,0,0,0,0,0,0.0,0.380839,0,0.0,0,229,2,4,0.6147,0.0,GREEN,35,Chennai
CLM0006436,CHE_08855,Porur,2021-06-30,7,0,0,0,0,0,0,0,0,0,0.0,0.30881,0,0.0,0,125,1,3,0.05,0.0694,GREEN,47,Chennai
CLM0006437,CHE_01282,T Nagar,2025-02-07,10,0,0,0,0,0,0,0,0,0,0.0,0.045522,0,0.0,0,346,0,2,0.499,0.1483,GREEN,46,Chennai
CLM0006438,CHE_05822,T Nagar,2024-09-24,19,0,0,0,0,0,0,0,0,0,0.0,0.253825,0,0.0,1,35,3,4,0.7473,0.1419,GREEN,32,Chennai
CLM0006439,CHE_02097,Velachery,2022-09-27,15,0,0,0,0,0,0,0,0,0,0.0,0.267642,0,0.0,0,349,3,0,0.8945,0.0129,GREEN,56,Chennai
CLM0006440,CHE_03500,Perambur,2024-10-04,16,0,0,0,0,0,0,0,1,1,0.0,0.082055,0,1.0,0,290,1,4,0.7568,0.2154,GREEN,37,Chennai
CLM0006441,CHE_06061,Perambur,2021-10-12,10,0,0,0,0,0,0,0,0,1,0.0,0.192638,0,0.0,1,420,2,0,0.9497,0.2744,GREEN,30,Chennai
CLM0006442,CHE_06178,Porur,2024-04-15,12,0,0,0,0,0,1,0,0,0,0.0,0.183139,0,0.0,0,420,2,3,0.771,0.0895,GREEN,35,Chennai
CLM0006443,CHE_08470,Adyar,2024-03-16,12,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,302,4,0,0.9616,0.0,GREEN,41,Chennai
CLM0006444,CHE_08049,T Nagar,2024-03-05,16,0,1,1,0,0,0,0,0,0,0.0,0.446615,0,0.0,0,312,1,3,0.05,0.0,GREEN,41,Chennai
CLM0006445,CHE_05989,Tambaram,2015-10-27,9,0,0,0,0,0,0,0,0,0,0.0,0.283842,0,0.0,0,123,0,0,0.05,0.0598,GREEN,57,Chennai
CLM0006446,CHE_02163,Perambur,2018-10-13,21,0,0,0,0,0,0,0,0,0,0.0,0.899787,0,0.0,0,245,3,0,0.9152,0.0033,GREEN,22,Chennai
CLM0006447,CHE_00921,Tambaram,2017-02-28,17,0,0,0,0,0,0,0,0,0,0.0,0.17803,0,0.0,0,315,2,3,0.98,0.0,GREEN,35,Chennai
CLM0006448,CHE_03890,Tambaram,2018-05-14,15,0,0,0,0,0,1,0,0,0,0.0,0.376349,0,0.0,0,239,0,0,0.1801,0.1,GREEN,44,Chennai
CLM0006449,CHE_02325,T Nagar,2019-01-10,9,0,0,0,0,0,1,0,0,1,0.0,0.275433,0,0.0,0,420,3,1,0.1999,0.1389,GREEN,40,Chennai
CLM0006450,CHE_04890,Perambur,2023-10-19,8,0,0,0,0,0,0,0,0,0,0.0,0.370462,1,0.0,1,139,1,3,0.2768,0.1499,GREEN,49,Chennai
CLM0006451,CHE_01705,Velachery,2020-03-29,12,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,420,2,0,0.2891,0.0,GREEN,42,Chennai
CLM0006452,CHE_04914,Sholinganallur,2023-09-04,15,0,0,0,0,0,0,0,0,0,0.0,0.06683,1,0.0,0,420,2,0,0.8126,0.1035,GREEN,51,Chennai
CLM0006453,CHE_08251,Sholinganallur,2024-07-17,11,0,0,0,0,0,0,0,0,0,0.0,0.252205,0,0.0,0,393,3,4,0.98,0.0,GREEN,47,Chennai
CLM0006454,CHE_03055,T Nagar,2022-04-08,20,0,0,0,0,0,1,0,0,0,0.0,0.386195,0,0.0,1,404,2,2,0.623,0.1827,GREEN,52,Chennai
CLM0006455,CHE_09097,Anna Nagar,2022-11-24,15,0,0,0,0,0,1,0,0,0,0.0,0.149799,0,1.0,0,45,2,1,0.8813,0.114,GREEN,45,Chennai
CLM0006456,CHE_09817,Chromepet,2023-05-16,12,0,0,0,0,0,0,0,0,0,0.0,0.050135,1,0.0,0,227,4,0,0.6863,0.0,GREEN,31,Chennai
CLM0006457,CHE_08072,Guindy,2024-12-13,18,0,0,0,0,0,1,0,0,1,0.0,0.899139,0,0.0,0,318,3,8,0.9112,0.2834,GREEN,43,Chennai
CLM0006458,CHE_02532,Tambaram,2022-07-11,12,0,0,0,0,0,1,0,0,0,0.0,0.398297,0,0.0,1,29,4,2,0.7327,0.1468,GREEN,26,Chennai
CLM0006459,CHE_08228,Porur,2024-07-20,18,0,0,0,0,0,1,0,0,0,0.0,0.343247,0,0.0,0,420,1,4,0.6444,0.0802,GREEN,41,Chennai
CLM0006460,CHE_07314,Anna Nagar,2023-03-19,11,0,0,0,0,0,0,1,0,0,0.0,0.309155,0,0.0,0,232,4,0,0.8013,0.0464,GREEN,48,Chennai
CLM0006461,CHE_08035,Tambaram,2025-03-24,10,0,0,0,0,0,0,0,0,0,0.0,0.242195,0,0.0,0,135,0,0,0.7316,0.0601,GREEN,41,Chennai
CLM0006462,CHE_02066,Porur,2024-12-16,20,0,0,0,0,0,0,0,0,0,0.0,0.328002,0,0.0,0,119,4,1,0.6421,0.0802,GREEN,35,Chennai
CLM0006463,CHE_08564,Guindy,2024-09-03,8,0,0,0,0,1,0,0,0,0,0.0,0.173689,0,1.0,0,150,0,1,0.5063,0.0839,GREEN,40,Chennai
CLM0006464,CHE_05213,Perambur,2025-06-15,7,0,0,0,0,0,0,0,0,0,0.0,1.0,0,0.0,0,235,0,0,0.672,0.0087,GREEN,41,Chennai
CLM0006465,CHE_06068,Chromepet,2025-04-13,20,0,0,0,0,0,0,0,0,0,0.0,0.313659,0,0.0,0,330,3,3,0.8805,0.1048,GREEN,39,Chennai
CLM0006466,CHE_01408,Tambaram,2025-06-10,9,0,0,0,0,0,0,0,0,0,0.0,0.242065,0,0.0,0,410,4,3,0.7421,0.1255,GREEN,29,Chennai
CLM0006467,CHE_04126,Porur,2024-03-15,13,0,0,0,0,0,0,0,0,0,0.0,0.193234,0,0.0,0,80,4,4,0.5538,0.0,GREEN,47,Chennai
CLM0006468,CHE_07626,Porur,2025-03-12,8,0,0,0,0,0,0,0,0,0,1.0,0.248098,0,0.0,0,257,4,2,0.7752,0.0817,GREEN,36,Chennai
